	C3L-01287.norm	C3L-00561.norm	C3L-00561	C3L-01287	C3L-01603	C3N-01524	C3L-01603.norm	C3N-00834.norm	C3N-01214.norm	C3N-01214	C3N-00834	C3N-01261	C3N-01261.norm	C3L-00917	C3L-00917.norm	C3L-00607.norm	C3L-01861	C3N-00194.norm	C3L-00010.norm	C3L-01352	C3N-00194	C3L-01861.norm	C3L-00010	C3L-00607	C3N-01646.norm	C3N-00495	C3L-01281.norm	C3N-00831	C3N-00495.norm	C3L-01281	C3N-01646	C3N-00831.norm	C3L-00791	C3L-00369	C3L-00183	C3L-00183.norm	C3N-01180	C3N-00168.norm	C3L-00369.norm	C3L-00791.norm	C3N-00168	C3L-00097.norm	C3L-00004.norm	C3N-00953.norm	C3L-00004	C3N-00150	C3N-00150.norm	C3N-00953	C3L-00097	C3L-00583	C3N-00244.norm	C3N-01178.norm	C3N-01178	C3L-00088	C3N-00244	C3L-00583.norm	C3L-00088.norm	C3L-00814.norm	C3L-00908	C3L-01885.norm	C3L-00814	C3L-01885	C3L-00026	C3L-00908.norm	C3L-00026.norm	C3L-00447.norm	C3L-00447	C3L-00416.norm	C3N-00246.norm	C3N-00148	C3N-00148.norm	C3N-00246	C3L-00416	C3L-00096	C3N-00646.norm	C3L-00765	C3L-01836	C3L-00902.norm	C3L-00096.norm	C3L-00902	C3N-00646	C3L-01836.norm	C3N-01175	C3L-00011	C3N-00177.norm	C3N-01200.norm	C3L-00011.norm	C3N-01175.norm	C3N-01200	C3N-00177	C3N-01176	C3N-01808.norm	C3L-00103	C3N-01176.norm	C3N-01649	C3N-01808	C3L-00103.norm	C3N-01649.norm	C3N-00149	C3N-00149.norm	C3L-00581.norm	C3L-00817	C3L-01313.norm	C3N-00573	C3L-00581	C3L-01313	C3N-00573.norm	C3L-00360	C3L-01302.norm	C3N-01361.norm	C3N-01361	C3N-01651.norm	C3N-01651	C3L-00360.norm	C3L-01302	C3L-00907	C3L-00448.norm	C3L-00907.norm	C3L-01286.norm	C3L-01607.norm	C3L-01607	C3L-00448	C3L-01286	C3N-01179	C3L-00606	C3N-01179.norm	C3L-00606.norm	C3N-01648	C3N-00242	C3N-01648.norm	C3N-00242.norm	C3L-00418.norm	C3N-00577.norm	C3L-01882	C3L-01882.norm	C3L-00418	C3N-00733.norm	C3N-00733	C3N-00577	C3L-00910.norm	C3L-00079.norm	C3N-01522	C3N-01522.norm	C3L-0079	C3N-01220.norm	C3N-01220	C3L-00910
(R)-mevalonate biosynthesis	0.3075768731470079	0.10803352979186741	0.5861718661134386	0.7720748655296036	-0.0885247775136666	-0.07555256452774682	0.5903101262163144	0.2987895196333165	0.5992943113420924	-0.02786404207101374	-0.028018111056568425	-0.06080867718377424	0.03732512943458706	-0.045421429423210334	0.08767780393216387	0.013106072500114925	-0.08834139093074209	0.08489756770705095	0.10378569509862894	0.3947494620118881	0.08621809012250387	0.22150149928989393	-0.06713535844183309	0.24765859118077777	3.70532066554874	0.26309265314360597	0.06197214246701388	-0.03166219736289822	0.07372498707407803	0.012656972824785055	-0.012254050695931431	0.007074593589230373	0.11915369196453095	-0.06172087377697472	-0.03408326175918055	0.06770866366621596	0.07947468247504194	2.0858648767606427	-0.07827942239157555	0.19275851563747926	0.05546546889430141	0.039990160065966084	0.07139407611952987	0.004054873676492909	-0.0025140516598374965	-0.04684478592601616	-0.052520534552449295	0.07039507799077323	-0.06025313761139088	-0.0034218859857246603	-0.01800562884298067	3.1078736844330273	-0.05223695691075382	0.06074187150084135	-0.018304995330022028	0.1697559007821986	0.1966850546776769	-0.0737033619710841	-0.008186824088121882	-0.019604355368364208	0.18701358404858032	0.4245617632429357	2.5038137898431385	0.0032822382301947906	-0.038268549140636376	0.14090211443364145	0.05917393484304502	0.1573194815317319	0.207452425336363	-0.0750247439590929	0.130651508326047	-0.07430119720309897	0.04422111162497038	0.07604450279477062	0.03208384357329046	-0.048645682236000715	-0.018148913814548796	0.2491241217659581	1.1971515085327602	-0.013665840702560897	0.05408244239222421	3.7098725985836576	0.4114648376684334	0.11708391419419471	-0.05519615613221908	-0.0243438107343246	0.048957835696003746	0.2550645369116871	0.036123548189291387	-0.07478390853725156	0.003296224125848056	0.12965065783092447	-0.004207881914078576	0.08003335675422273	-0.09622490358335747	-0.09110667300513263	-0.03648396049457343	0.028646007355252537	0.12288840600042916	-0.0738656421302199	0.10571010365215075	0.03267596963143827	0.06433601867235768	-0.08399676539711712	0.009356208221675025	0.821508873247696	-0.01503832220156191	0.08676558110284159	0.08485171078952733	3.402775292511007	0.060520264295249315	0.06049087953640409	0.10445879723887876	0.2848547302719655	-0.07761867405754037	0.07940098947930055	-0.04653202076039024	0.25812338505550386	0.10626179080461194	-0.0559889109056507	0.021707023528338847	-0.08178671910825804	0.03587338886823092	-0.042328582775504865	0.4210587304589978	0.05625275416317508	0.945794762937412	-0.0799459759609184	0.03498368053513476	0.22735705197536824	0.14570473401030049	0.1803678668223544	0.22553965059772793	-0.0710587526203458	0.1599175690090704	0.09406711155728399	0.0002536121845715888	0.28854006990885955	-0.019014176070464878	0.23756997125616836	-0.016679510898258074	0.0173830004717787	0.041181348669464796	-0.0673265848102256	0.15053573758643604	-0.004606120623969293	-0.0684595667150444
(R)-noradrenaline biosynthesis	0.0429589323678115	0.0811123503658539	0.13499830200452695	0.1112684293665538	1.6245187870104247	1.5108493511314025	0.40628039134153543	0.5587432208232969	0.5174757146227554	1.8751880461927473	0.12841752316022423	0.33139180396789913	0.294987540182393	0.6982522667311227	0.05081989358125789	0.3706328561172412	0.5014976653389772	0.21512620164784635	0.5544809204026696	0.09089881185211979	0.8854524999173498	0.1762814471392564	1.8720295269479177	0.16861353061264694	0.40811490921219123	0.7492202690474576	0.9489507792646438	0.06658777255687924	1.1082760972649164	0.13592184192066611	1.014959364853773	0.01895765277870762	0.17255628445373294	0.3281413519238425	0.3934421211500738	0.3238449164028098	0.2043735852803008	0.6266599309459342	0.22779079688623077	0.4515236903771385	1.0224587956824622	0.30162196564626326	0.7033441997879153	0.2566437219369074	0.17092477602877623	1.0830009231052016	0.75615382670611	0.5284639652506189	0.674249722323012	0.8786891566166597	0.5147024326451995	0.38731715422230634	0.19799419330055062	0.3109454351896048	0.4128993735258105	0.7145858991438514	0.3045939797604461	0.22700616346249927	0.7218740019866361	0.2685556619395984	0.3886593229512537	0.6847541009397227	0.5747925203010755	0.4795364797812768	0.4307557213828653	0.30450878221590544	1.0287335413113412	0.5438568218949165	0.2328896414342835	0.2857521471763993	0.45936206539349367	0.5829643233135797	0.2360797988845417	0.042725754116892674	0.5226534449798937	1.055740182873791	0.11903520646038848	0.3914602286374453	0.04717769229552481	1.2683988486207245	1.1800388390686525	0.44241765900037106	0.20464425807304704	0.27123018812169924	0.07776380155667711	0.34045805913665944	0.32688382824344014	0.8215769151788626	0.15875817690131136	2.043425664795219	1.0649653426513288	0.5559983729664112	0.5002925927800164	0.38772968760113163	0.2927431192599407	0.8210168964269845	0.11329311593296816	0.5012295823169441	0.5320455003260564	0.325629935281953	0.5836117993662746	0.6297114029717005	0.2181182286583354	0.4466512699289404	0.7354468091759099	0.24304861250619697	0.5319016703920034	0.07604881531127368	0.4106093031548166	0.8005210604122953	0.137948958605801	0.8460709886590259	0.23223998614200614	1.3199435105817938	0.6911393850104676	1.7022784459232554	0.38783288220347145	0.12474159245437974	0.7923240871348993	0.27591072925736043	0.6690912987134212	0.4222940727178877	0.44985378369277557	0.6264810985440236	0.10043139624305167	0.28412343916624816	0.4961671966797889	0.11450147368757391	0.18843438417885305	0.07353901589734792	0.10692273224979089	0.33622190464975293	1.2795148535261855	1.0184723828515423	0.07004948682378058	0.3543747257911678	0.8198990206954839	0.19852780661529848	0.7733607256678262	0.2579427474839938	0.17908048380980068	0.17073691884962197	0.36806130304944007	0.21339608031780263	0.5989443413524914	0.9500793060544551	1.0970367958091038
(S)-3-hydroxy-3-methylglutaryl-CoA degradation	1.730917498811671	1.6445949450333794	0.047785555437663094	0.023169022605758052	0.015570552825988257	0.014171435193794461	1.361643342927462	1.742437921841482	0.8861444079198716	0.03153840445250689	0.029679633019830013	0.006984978952574904	1.51640652851295	0.016403416584260963	1.566346662785801	1.710920870395417	0.023614910203347814	1.524812490582212	0.5926561443059379	0.01732581229079374	0.010606635647797106	1.6088303448835806	0.012602796852676934	0.04849360594269081	1.6427350086492556	0.02218967834062015	0.07253146273008117	0.009439234774489989	0.9143465371849875	0.01992783829554775	0.0321294360291731	1.5495528681604422	0.04244176746283155	0.016842408314657806	0.013429983224360327	1.6174991852331821	0.055734396816008315	1.859662521676342	1.0278738321565675	1.5191904770325608	0.014346078598944158	1.640883003787662	0.8281118290029772	1.6353739090028863	0.03231145383649106	0.020769108391525216	0.992004184380556	0.011733773087168102	0.018514635561786643	0.018514635561786643	1.6876684107617057	1.6938875310966368	0.02683888652004447	0.01395322965139417	0.016447295794392074	1.0510046703255669	1.4367630211317373	1.3060871537754792	0.013996861989995429	1.6675585923742877	0.02352569605309513	0.008705811246251447	0.19445160419164015	1.603710900747549	0.5210096607026117	1.6959805206024805	0.025447850672657923	0.11169300762162078	2.0529094737383047	0.020060562123373267	1.5887049921225906	0.019706722012626902	0.014084139820253604	0.04169699646461139	1.54065915500046	0.012211520952830358	0.05756361591488336	1.0486353546732872	1.0029251239724881	0.01199429767920586	0.009223393369568693	1.6071171494394603	0.049013577629396385	0.029317871664548852	1.4012907029695185	0.06820910022808453	1.6003311600961683	1.7044548281461853	0.010693234747167463	0.04304783575557021	0.017721725241699886	1.7918427780193433	0.01008740336687437	1.749499776328969	0.03172017466836677	0.03877681337642609	0.741272029914692	1.0467491650334864	0.027783738912410316	0.025985787754527423	1.5555848329303554	0.007930592806156801	1.304380689961462	0.02683888652004447	0.020636167882787618	0.028911250013296398	1.6390388630892918	0.012863843433509981	1.54065915500046	1.8880992250923125	0.012472332380088089	1.5191904770325608	0.0287757940215854	0.5539176735628925	0.01421508946149998	0.036702924818717286	1.7566783609560923	1.51640652851295	1.6088303448835806	0.02607550875100483	0.01754571937023187	0.0137787441199578	0.030086975068047965	0.014433426644673593	0.06692566481693568	1.8980075137525616	0.049013577629396385	0.04977101315063046	0.020946425728643196	1.3784824104798117	1.0850941571097061	1.6959805206024805	0.3380088674253106	0.010520053813000094	1.6856150051306469	0.0183383081205081	1.108860879067455	0.016052542412961102	0.04821024720151427	1.4804719490171434	0.05424782451056703	0.029137103927535882	1.8078308834034738	0.03253908342496305	1.5305082375570935	0.013996861989995429	0.013822358931131954
11-beta-hydroxylase deficiency (CYP11B1)	1.5498823224416327	3.3580559989375676	0.848336397640334	-0.16051176742174034	-0.15993155441747173	0.6680715987445355	1.408443465948784	1.836390451681487	-0.0180674043290127	0.11951675901851998	0.37379267934369836	1.1179112281428356	0.6761147664433527	1.1965505919640758	0.47885020294074326	0.48607815493725914	0.643271266945284	1.1696398593271362	1.2782614783279758	-0.17142821245380027	1.4967742203777175	1.3573695017461764	-0.06799556611236938	2.4048200669473534	1.0744448519733483	0.016419106807886608	2.0670858792748747	-0.08557614574643273	1.0916184230493247	-0.17922688907675646	-0.03392084442093615	0.5700057183799716	-0.1889183601463105	-0.1815318772896404	-0.1631184307360512	0.7644596674653764	2.308023017934687	1.020036759488753	1.0037812958482493	1.038703458971678	-0.16530743309859164	1.1267687014248506	2.1909859249261685	0.693211708156598	-0.18038372126861424	0.35055679952518365	0.5897348570480103	0.07165412270190273	-0.11009568552514105	-0.17793389072923535	0.49731597008817263	0.724717060599834	-0.17727734185244837	0.12426145169233267	-0.1597380462324117	1.3957436740923561	0.678542682705876	2.4602930833748	-0.1413194967149316	2.408380065011333	-0.1461489773842107	-0.10438871914274475	-0.07658180844295742	1.7463203632235083	1.2874703114336703	0.7817226887889568	-0.1384830797189844	0.5186908745504348	1.423216345056917	-0.14006402507006885	1.011853618480867	-0.08085854815864531	-0.1684732650380271	-0.1835560754588994	0.8010857203869	-0.15005098439709855	-0.192748821522082	1.6081653240561633	0.9479223694719529	-0.031294974591178505	0.6205087246199074	1.6927648565153095	1.6329220725249673	-0.047576266708616664	1.2474596327253196	-0.16826967088058198	0.5879782590339288	1.29746415613352	0.6965653073709318	-0.024189088223062823	0.2967508775038267	1.0923192637755115	-0.18505236902348637	1.6384940124936485	-0.1579381763178181	0.7134675741635246	0.8891350052621088	1.9434820636178154	-0.0802976186405159	-0.15025971650032818	1.2933144475539635	0.7694713838866265	1.8561951154466996	1.39750681491634	-0.12510864774475422	-0.06390838506983203	1.380014257701533	-0.18798419245505182	1.0306514218824148	1.4201281055869028	-0.1586517701648392	0.891552335701073	0.14519215494767734	1.8076981972382657	-0.13449351829421358	0.4038717133826939	0.8003069770758049	0.6340887750736992	1.39212499862965	0.8228566204797568	-0.14949599504769842	0.1844469600760327	-0.1737384703796588	-0.17579355795616633	0.4172097711349374	3.40488615185696	2.0194779847690776	0.013968109201932722	-0.16828544637736972	1.3968368512927591	0.05405955692920959	1.0294341664097524	1.258699174599246	-0.15468353050895334	1.0012609098198968	0.1465126123787028	1.6155713308315822	0.9396315213769718	0.29261598199034566	1.5332091105916619	-0.10558701683084763	-0.1804941249687245	2.8787805318217194	-0.17004703027105553	0.6317897228083856	0.19588723179367906	0.5410403876141954
17-Beta Hydroxysteroid Dehydrogenase III Deficiency	2.1044358254539945	3.711141098901269	-0.06575204814775142	-0.08247056590800383	-0.08538474956912208	-0.07839129616560965	0.2865820518592584	2.430850276452878	0.5373916036373768	-0.07075844279468083	-0.11187945211790756	-0.10796818030239147	0.7047151472164771	-0.05645157905792508	0.46151583276593944	0.8778992576162508	-0.026042763316728796	-0.08564366017115509	1.4025204248433167	-0.10300782065110253	-0.020441120531125664	1.8257894830915768	-0.09903399714857551	-0.08230145719023868	1.0611099747171742	-0.06298617703564317	3.40999271339552	-0.06966748160033133	1.6644242808062808	-0.11215426325129708	-0.11240647852505108	0.3168811416538059	-0.08218238129537955	0.0014283438846745108	-0.023187254531046607	0.09940181517599073	2.6614516618331856	1.0308794697495545	0.5424574297096542	1.7682148754749505	0.09740581534144373	1.5778442676579958	1.2859084371044986	0.7401527064111796	-0.10810907530288022	-0.08137016766819756	0.3106569823465074	-0.10096044717116687	-0.10179240941914747	-0.08929182487733758	0.9423737323868062	0.6906382530448897	-0.10539698070930766	-0.10579659529779671	-0.10883757880972715	1.4388078879654362	1.1125703101836217	2.80749016682787	-0.10590453777591939	2.8073367845228656	-0.11404067640253449	-0.05031544156625713	-0.10766440855960996	0.07385479465450144	2.865514486831237	1.0483271854734364	-0.042882764822048045	0.550111624048882	2.122612251397776	-0.10339173569533426	1.8776621234446278	-0.08170408497894907	-0.11048838541243661	-0.006752834068745855	0.40024586663039846	-0.10771359038276312	-0.11959039169017695	1.5094986146941736	-0.0811130147664815	-0.002129483923142602	-0.12082537656737882	2.24069275718577	-0.028412375311799125	-0.06648505420948246	0.9349561363100672	0.527097392025324	0.11732853578291647	2.8512129484723285	-0.0989920785984999	-0.09282169623230409	-0.11769324532210941	1.7067288178826756	0.017650500039523086	0.9802201846983789	-0.11536295618888993	-0.11536466184601228	0.26801748034308115	2.058286469086736	-0.02064363909068351	0.08079292837620262	1.2146189612155367	-0.10441520584332584	1.8910267780884338	-0.08041328985273687	-0.10898407502744381	-0.09306642245656724	2.0120484718245155	-0.10322762215120278	0.9344644728987174	1.4352175430163765	-0.08342070414982063	0.009142376911038287	2.430938589745705	1.768450135223601	-0.0671158237529929	-0.09512283252078618	1.1883292189105599	1.9866782945354065	2.043023483356012	1.1700443249941601	-0.11225178438820843	-0.11051671228726817	0.5835142040438211	-0.09374688832966484	-0.09737053462523097	3.7111555599284163	1.965913142044606	-0.03835085210551975	-0.07753539727247129	-0.037441964793591104	0.1311273590866083	1.562277561174391	1.4223137958567191	-0.09595149303019088	1.4624112182585425	-0.09457447124221333	1.699758969902852	-0.11430295596283856	2.2775805784465852	1.9528559207473155	-0.035790977919136324	-0.08693147673814361	3.233829086992441	-0.10654183801071154	0.7357141964426543	-0.06166806922596822	0.5829445302084102
17-alpha-hydroxylase deficiency (CYP17)	1.5498823224416327	3.3580559989375676	0.848336397640334	-0.16051176742174034	-0.15993155441747173	0.6680715987445355	1.408443465948784	1.836390451681487	-0.0180674043290127	0.11951675901851998	0.37379267934369836	1.1179112281428356	0.6761147664433527	1.1965505919640758	0.47885020294074326	0.48607815493725914	0.643271266945284	1.1696398593271362	1.2782614783279758	-0.17142821245380027	1.4967742203777175	1.3573695017461764	-0.06799556611236938	2.4048200669473534	1.0744448519733483	0.016419106807886608	2.0670858792748747	-0.08557614574643273	1.0916184230493247	-0.17922688907675646	-0.03392084442093615	0.5700057183799716	-0.1889183601463105	-0.1815318772896404	-0.1631184307360512	0.7644596674653764	2.308023017934687	1.020036759488753	1.0037812958482493	1.038703458971678	-0.16530743309859164	1.1267687014248506	2.1909859249261685	0.693211708156598	-0.18038372126861424	0.35055679952518365	0.5897348570480103	0.07165412270190273	-0.11009568552514105	-0.17793389072923535	0.49731597008817263	0.724717060599834	-0.17727734185244837	0.12426145169233267	-0.1597380462324117	1.3957436740923561	0.678542682705876	2.4602930833748	-0.1413194967149316	2.408380065011333	-0.1461489773842107	-0.10438871914274475	-0.07658180844295742	1.7463203632235083	1.2874703114336703	0.7817226887889568	-0.1384830797189844	0.5186908745504348	1.423216345056917	-0.14006402507006885	1.011853618480867	-0.08085854815864531	-0.1684732650380271	-0.1835560754588994	0.8010857203869	-0.15005098439709855	-0.192748821522082	1.6081653240561633	0.9479223694719529	-0.031294974591178505	0.6205087246199074	1.6927648565153095	1.6329220725249673	-0.047576266708616664	1.2474596327253196	-0.16826967088058198	0.5879782590339288	1.29746415613352	0.6965653073709318	-0.024189088223062823	0.2967508775038267	1.0923192637755115	-0.18505236902348637	1.6384940124936485	-0.1579381763178181	0.7134675741635246	0.8891350052621088	1.9434820636178154	-0.0802976186405159	-0.15025971650032818	1.2933144475539635	0.7694713838866265	1.8561951154466996	1.39750681491634	-0.12510864774475422	-0.06390838506983203	1.380014257701533	-0.18798419245505182	1.0306514218824148	1.4201281055869028	-0.1586517701648392	0.891552335701073	0.14519215494767734	1.8076981972382657	-0.13449351829421358	0.4038717133826939	0.8003069770758049	0.6340887750736992	1.39212499862965	0.8228566204797568	-0.14949599504769842	0.1844469600760327	-0.1737384703796588	-0.17579355795616633	0.4172097711349374	3.40488615185696	2.0194779847690776	0.013968109201932722	-0.16828544637736972	1.3968368512927591	0.05405955692920959	1.0294341664097524	1.258699174599246	-0.15468353050895334	1.0012609098198968	0.1465126123787028	1.6155713308315822	0.9396315213769718	0.29261598199034566	1.5332091105916619	-0.10558701683084763	-0.1804941249687245	2.8787805318217194	-0.17004703027105553	0.6317897228083856	0.19588723179367906	0.5410403876141954
2-Hydroxyglutric Aciduria (D And L Form)	0.40356497986796924	0.46726054666841227	0.19812223798685738	-0.03742528614173585	-0.13786746867715569	-0.10429380577397315	0.7742909476095664	0.651148181787492	0.2553747172931436	0.06257760473009949	0.5387225194606946	-0.1497134888031479	0.4894524067381998	0.13681524600291212	0.8095313935544484	0.6201746403994457	0.45714674698356494	0.21704851820548254	0.5164072715117938	-0.09520094680116266	0.24144049093263145	0.6764338153192953	-0.1172858931650107	0.1711702476624872	0.38711425702888275	0.26515587255871603	-0.13948807907347346	-0.13750157400934923	0.2656577967782151	-0.04540240863300906	0.04160688249903111	0.3909634025900739	0.055663890220548656	-0.12802270929315634	0.09667778748076228	0.3219087620370338	0.3343831270519229	0.42598578215489485	0.2040051305031951	0.6190036757503021	0.05023800591278136	0.6566607584779544	0.2433006090814718	0.6485276507486734	0.08208311681197378	-0.11817453752129446	0.020811507800579016	0.04043689247805127	-0.09834019384852448	0.11525223254786594	0.6687238474143258	0.78948580900164	-0.06267588537185503	0.2807016926813813	-0.11952600250741839	0.22161641770538493	0.49391581225361597	0.18441509833156045	0.033992461450378396	0.6168444860997896	0.036964339057785636	0.0419716540346841	0.2356284654842227	0.691932699225334	0.11538369025894833	0.3894781530900277	-0.012486748020421243	-0.09683765259733561	0.8296944451704812	-0.09597910720267402	0.8778983676066265	0.05683469400911904	-0.08885650734820282	0.0051107141539230684	0.5974430570366455	-0.1249153451397317	-0.09585622284444026	0.22250829323320742	-0.005202625310514791	-0.06835625019868351	-0.1554333233868953	0.7033843412265104	0.02034621880130052	-0.07145278734790209	0.6230283685911103	-0.1581325766120298	0.4191708284625845	0.8781790752804544	0.017870602592803958	0.2495222103834399	0.10554375563035046	0.4378205867713632	-0.028618138404538758	0.863584415067496	-0.19031807884093663	0.3877944532965737	-0.012564466435004609	0.6789123881914011	0.0187878504672104	-0.16497571884225223	0.5796651839602746	-0.14938130957045204	0.4881849583974823	0.1544767834946643	-0.006678201730954772	-0.0643209996864862	0.5301420621674029	-0.03160038777860604	0.4152096568800814	0.47078085780850354	-0.14338887646156956	0.5933556237472865	0.09752347686311875	0.11317962706835588	-0.056870526224569055	0.06957949792823057	0.7506703742544829	0.42919405950234085	0.5095731686997188	-0.19320754463319229	-0.15901310701706237	-0.017818727111632626	-0.12145130098912935	-0.10298726313038005	0.030601578176148277	0.9839970685817323	-0.11075168940029262	-0.05304763426749288	-0.14318425396573495	0.4064931944199668	0.1625606114344126	0.769907052922209	-0.11076896125793294	-0.1275612656288773	1.165086151038029	0.1846706842496903	0.24500577113603175	-0.07037026202083836	-0.10474579163121278	0.7437490088229585	-0.1496162282162268	0.10307665601767245	0.5511050070193957	-0.09866420408179866	0.27360057449736275	-0.053800602548484455	0.4847112066905104
2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency	1.0341890243575675	0.7682850532264235	-0.22967284555865608	-0.2510148003605184	-0.27103717334748206	-0.25894139324042625	0.8456114389313618	0.9737556470191711	0.28042679622018274	-0.2420793790742361	-0.2587040336274546	-0.2700282015158092	0.9289815548328461	-0.26634933548479045	0.8900219275392438	0.9185627904984426	-0.18020539018848228	0.5678133254750563	0.5727374065165638	-0.2650729115651969	-0.24860516571538568	1.0312845522906795	-0.2745574495718434	-0.23439678120337668	0.8973271402769776	-0.08227613688835647	-0.12371863336259692	-0.26512752902652	0.6411484189174084	-0.2635759957121	-0.257378550504432	0.8927736484687249	-0.2476666931822768	-0.2549616156518052	-0.23937060699362708	0.7963167865220462	0.5765822424294401	0.9609555928148001	0.43454723680544666	0.8687026735488929	-0.2630756358784304	0.8750209594836093	0.6460705624096756	1.0236188980685346	-0.25800336664685536	-0.25067636406023613	0.2746643520037952	-0.2734503605687486	-0.22998595392778592	-0.26530116101481815	0.8893906589926627	1.0717660968990212	-0.25867939378862265	-0.25283943642924134	-0.2635812442079072	0.6198479266826283	0.5976643379094723	0.5300123797989407	-0.2707282039363968	0.979472003984255	-0.26359576639317	-0.2566477291840396	0.7196246582998518	0.8653795465885229	0.6618895453117545	1.038564387855196	-0.2715981342668703	0.05683881936420932	1.0784239865903855	-0.26142448121850054	1.1399031841478127	-0.27388196294945083	-0.2677605574293798	-0.27243898264482486	0.8341369500714102	-0.2736662280641691	-0.2258774438094108	0.7420442114201025	0.19445835503765488	-0.2570402890934794	-0.22144650287935283	0.9679191822889905	0.5021627781354265	-0.2528199600773791	0.839155005190559	-0.2519144215077015	0.7909881430240862	1.0210114115974411	-0.2705294456150558	-0.2399370819722668	-0.26589631073385805	0.8244011848252213	-0.2718948866615234	1.1423649975489256	-0.26501896828643046	-0.2337059077019003	0.15771524477223484	0.9316607823125702	-0.1949102453191737	-0.2654415143813193	0.8065714588140719	-0.2755053942217898	0.7712025704566863	-0.25598722470151863	-0.25272049226062604	-0.2546691747587451	1.0648525731533205	-0.27335736165501306	0.7241467342511299	1.1241339063911429	-0.2612610346259932	0.7792437729728879	-0.2288436928582315	0.47740980340945854	-0.19701334969281342	-0.20839376444907745	0.9411295928026402	0.8071351136679324	0.7984915903811152	-0.2660725511769024	-0.26788712158316996	-0.26785711026344927	-0.2548180029217113	-0.26647436068697156	-0.25723920745242784	0.9397922808861131	-0.1335049441102872	0.3512448875050925	-0.25280459443593534	0.5556508353797025	0.7424134406644859	0.9083591378240902	0.2823530030692087	-0.23442500775739938	0.8657079687316868	-0.25954546899255515	0.5408277533259952	-0.2635996945533425	-0.20888914308181425	0.958875093106885	-0.23361524930690608	-0.2611516160025121	0.9061812343999477	-0.240125166583446	0.6673442360929794	-0.11453830415503194	-0.20213318441537226
2-Oxocarboxylic acid metabolism	0.6727778566824937	0.4039809843757456	-0.08623338569182687	-0.18487210822922326	-0.1571006132535538	0.5736371074183222	0.4859271810003475	0.6497260262775489	0.28985000006392486	-0.11750869459572354	-0.21131317389780271	-0.20767922212289133	0.8111474676193788	-0.20905879797370558	0.6830938058667848	0.625749270347708	0.043246358142194255	0.4219674082003634	0.49091807119013703	-0.07419163507072785	-0.14943847753746958	0.520509881502405	0.16979912969404568	-0.13648689260011432	0.4689094787290023	0.2859381483536749	-0.05886587197932023	0.5498567626717636	0.5615460320745348	-0.18290323886611068	-0.1986181333273457	0.4884065387031098	-0.16613640137658683	-0.17328402970989992	-0.1063689847918969	0.6685455448006113	0.21519306349983314	0.4386551322149215	0.40988695757939114	0.4770654577542447	-0.15575299017027855	0.5095456413418638	0.3032283446957359	0.4216270254021764	-0.20351000775820596	-0.13218625667610528	0.25636656090159254	-0.17283534124060193	-0.1838948139062786	-0.20960515659536655	0.5178127393799227	0.6170080239085629	-0.19366202813589276	0.1636708914600799	-0.21673850058490077	0.6869286859924694	0.44075819690156937	0.2824448983666508	-0.23037254274642943	0.5899208538357408	-0.16082963358955127	-0.1826373003842115	0.6322920917119085	0.5494516429131987	0.3786230838684642	0.6449772130493179	-0.21146140430691077	-0.07995684291286938	0.926946748600531	-0.19157950502929694	0.7475450636246836	-0.23366340777069616	-0.22554055795321368	-0.19455224588642694	0.4719857549133781	0.06623910980917881	-0.04103201763888657	0.5062775023638316	0.45989239487823097	-0.09031285843364348	-0.016433768962200685	0.702874415317387	1.0434891543348688	-0.12386016760182049	0.6615379619277518	0.034538793758619984	0.5301738997087286	0.5676466029023645	-0.17888594841232386	-0.1785838042966863	-0.20636453910105051	0.5316433225968129	-0.21891164902060115	0.6602062563805443	-0.2156699274256376	-0.15189516789622629	0.10699133094088144	0.8904635358916847	0.43043782985120366	-0.18397356205331658	0.5745530602094712	-0.23622306116075	0.6798198507286246	-0.08495268186313752	0.05731339683949672	-0.16011410604823337	0.7813675079215029	-0.07366572771547616	0.4053042761263536	0.6746656812037866	-0.20037027299050963	0.5336454463125229	-0.12742722564464576	0.3413866066005978	0.10480946073855027	0.19166849914046194	0.46249587944210024	0.6353364343891076	0.28544341711410504	-0.20730846012672025	-0.221156226281302	-0.2164791021603068	-0.21408656991395164	-0.0735706239230412	-0.20955427162543144	0.4215931867109281	0.22101504626190585	0.8762386345485262	-0.18665114758993073	0.5891268912581594	0.7941953184345911	0.6316567146507248	0.13700518429251754	-0.057994488803456874	0.4558943882599481	-0.2098348469795101	0.6439877730500796	-0.22469218092582033	-0.1568153069401484	0.5700048527866747	-0.21101610471270968	-0.21475410159561745	0.5852346235253284	-0.14385912973992823	0.5421807531316329	0.5930314340779977	0.013392014631815522
