	count	db	C3L-01287.norm	C3L-00561.norm	C3L-00561	C3L-01287	C3L-01603	C3N-01524	C3L-01603.norm	C3N-00834.norm	C3N-01214.norm	C3N-01214	C3N-00834	C3N-01261	C3N-01261.norm	C3L-00917	C3L-00917.norm	C3L-00607.norm	C3L-01861	C3N-00194.norm	C3L-00010.norm	C3L-01352	C3N-00194	C3L-01861.norm	C3L-00010	C3L-00607	C3N-01646.norm	C3N-00495	C3L-01281.norm	C3N-00831	C3N-00495.norm	C3L-01281	C3N-01646	C3N-00831.norm	C3L-00791	C3L-00369	C3L-00183	C3L-00183.norm	C3N-01180	C3N-00168.norm	C3L-00369.norm	C3L-00791.norm	C3N-00168	C3L-00097.norm	C3L-00004.norm	C3N-00953.norm	C3L-00004	C3N-00150	C3N-00150.norm	C3N-00953	C3L-00097	C3L-00583	C3N-00244.norm	C3N-01178.norm	C3N-01178	C3L-00088	C3N-00244	C3L-00583.norm	C3L-00088.norm	C3L-00814.norm	C3L-00908	C3L-01885.norm	C3L-00814	C3L-01885	C3L-00026	C3L-00908.norm	C3L-00026.norm	C3L-00447.norm	C3L-00447	C3L-00416.norm	C3N-00246.norm	C3N-00148	C3N-00148.norm	C3N-00246	C3L-00416	C3L-00096	C3N-00646.norm	C3L-00765	C3L-01836	C3L-00902.norm	C3L-00096.norm	C3L-00902	C3N-00646	C3L-01836.norm	C3N-01175	C3L-00011	C3N-00177.norm	C3N-01200.norm	C3L-00011.norm	C3N-01175.norm	C3N-01200	C3N-00177	C3N-01176	C3N-01808.norm	C3L-00103	C3N-01176.norm	C3N-01649	C3N-01808	C3L-00103.norm	C3N-01649.norm	C3N-00149	C3N-00149.norm	C3L-00581.norm	C3L-00817	C3L-01313.norm	C3N-00573	C3L-00581	C3L-01313	C3N-00573.norm	C3L-00360	C3L-01302.norm	C3N-01361.norm	C3N-01361	C3N-01651.norm	C3N-01651	C3L-00360.norm	C3L-01302	C3L-00907	C3L-00448.norm	C3L-00907.norm	C3L-01286.norm	C3L-01607.norm	C3L-01607	C3L-00448	C3L-01286	C3N-01179	C3L-00606	C3N-01179.norm	C3L-00606.norm	C3N-01648	C3N-00242	C3N-01648.norm	C3N-00242.norm	C3L-00418.norm	C3N-00577.norm	C3L-01882	C3L-01882.norm	C3L-00418	C3N-00733.norm	C3N-00733	C3N-00577	C3L-00910.norm	C3L-00079.norm	C3N-01522	C3N-01522.norm	C3L-0079	C3N-01220.norm	C3N-01220	C3L-00910
Urokinase Action Pathway	14	HMDB/SMPDB	6635.256405209973	4269.514689842919	4901.204601204696	6784.266545627729	2108.483778484187	2027.1003752613165	3028.71494262682	3044.109312048918	4383.926212684194	2195.8575081436784	1819.1387236193943	839.1859617295527	6896.517869337138	5452.270432519341	7775.056183992079	5688.686681620993	715.8339839111202	805.4645313335554	6701.594160130596	3545.366731234871	1661.4794607586084	7127.542440112989	810.2603339095671	7730.861159682863	2018.805386223504	4797.4575547683025	489.98794155646374	1450.4603337586495	2273.771027730665	5923.31450683618	2032.7574766015996	5742.377460867202	8572.091284935925	2424.7818789729704	3628.4861518732587	7517.6730114549055	7713.517018413553	2355.2688668430374	821.3520515410307	7924.668644632569	1463.6398915953946	7428.885581365664	972.9752075195296	8196.907274291603	6309.215072830698	1306.2313068485162	712.4513292696823	6369.676511117502	3182.683498619832	512.8274843730132	6274.500124199658	5463.870539695795	7583.497674465287	1105.5439679646906	5728.808748515092	2635.947080487558	2742.4591808473638	231.6881461828635	1855.7306963441522	5827.116546636526	6470.102818582458	2750.3246857119584	7654.972326599677	4160.427012091287	3626.894680856153	6039.649628756586	2718.2192923225953	1125.311031371091	8209.872858141338	2062.6737335819607	5620.631652986052	2204.293481894976	5526.260530946002	7273.5258121438765	8061.7851577462325	978.9373136123255	3302.9673179539986	4622.251986347372	5092.270536499874	324.8370294574776	956.0421877545941	6697.630523801239	8099.797542186048	1609.116842034843	8070.454489228229	382.89025128343263	4699.326345572854	5473.5850095145815	4390.559789534645	5745.293877022509	3842.149825891094	2646.125598183786	2016.6968041380896	7333.57616346616	4805.47739823716	1400.946501167979	2854.934111933118	2344.919018241527	2984.3397941344547	960.9699813049031	2358.3526191369656	1072.7450167348306	6580.838047358762	3120.875388341701	4908.105758080463	1571.3898846153002	5497.4401522529	2471.4018438221287	1983.1382413543392	2871.8967989878456	1372.8659335926372	7388.091137851547	2087.666319449956	1944.567676138836	502.51851297279563	1230.2293951220906	7755.841327049095	5830.852571780233	3562.078018463311	1342.7811739042336	6416.262192977374	5924.732301764475	3044.262123682687	2162.948266245562	1477.8877738874794	5824.593754180814	315.74869622974046	3371.8359860264336	7102.045639407867	6643.6258890464815	511.1228478972083	4138.7210388264475	685.1656929704031	1907.1670214012674	7351.162600062564	6233.006976298927	6552.238848203303	3850.4590233317044	331.40692548687326	6023.3589582128025	1563.7859108136931	7252.553562237038	7294.529102856716	5902.761243214949	808.3326402893825	1434.2473504844907	4104.485009274709
Urokinase Pathway	14	HMDB/SMPDB	6635.256405209973	4269.514689842919	4901.204601204696	6784.266545627729	2108.483778484187	2027.1003752613165	3028.71494262682	3044.109312048918	4383.926212684194	2195.8575081436784	1819.1387236193943	839.1859617295527	6896.517869337138	5452.270432519341	7775.056183992079	5688.686681620993	715.8339839111202	805.4645313335554	6701.594160130596	3545.366731234871	1661.4794607586084	7127.542440112989	810.2603339095671	7730.861159682863	2018.805386223504	4797.4575547683025	489.98794155646374	1450.4603337586495	2273.771027730665	5923.31450683618	2032.7574766015996	5742.377460867202	8572.091284935925	2424.7818789729704	3628.4861518732587	7517.6730114549055	7713.517018413553	2355.2688668430374	821.3520515410307	7924.668644632569	1463.6398915953946	7428.885581365664	972.9752075195296	8196.907274291603	6309.215072830698	1306.2313068485162	712.4513292696823	6369.676511117502	3182.683498619832	512.8274843730132	6274.500124199658	5463.870539695795	7583.497674465287	1105.5439679646906	5728.808748515092	2635.947080487558	2742.4591808473638	231.6881461828635	1855.7306963441522	5827.116546636526	6470.102818582458	2750.3246857119584	7654.972326599677	4160.427012091287	3626.894680856153	6039.649628756586	2718.2192923225953	1125.311031371091	8209.872858141338	2062.6737335819607	5620.631652986052	2204.293481894976	5526.260530946002	7273.5258121438765	8061.7851577462325	978.9373136123255	3302.9673179539986	4622.251986347372	5092.270536499874	324.8370294574776	956.0421877545941	6697.630523801239	8099.797542186048	1609.116842034843	8070.454489228229	382.89025128343263	4699.326345572854	5473.5850095145815	4390.559789534645	5745.293877022509	3842.149825891094	2646.125598183786	2016.6968041380896	7333.57616346616	4805.47739823716	1400.946501167979	2854.934111933118	2344.919018241527	2984.3397941344547	960.9699813049031	2358.3526191369656	1072.7450167348306	6580.838047358762	3120.875388341701	4908.105758080463	1571.3898846153002	5497.4401522529	2471.4018438221287	1983.1382413543392	2871.8967989878456	1372.8659335926372	7388.091137851547	2087.666319449956	1944.567676138836	502.51851297279563	1230.2293951220906	7755.841327049095	5830.852571780233	3562.078018463311	1342.7811739042336	6416.262192977374	5924.732301764475	3044.262123682687	2162.948266245562	1477.8877738874794	5824.593754180814	315.74869622974046	3371.8359860264336	7102.045639407867	6643.6258890464815	511.1228478972083	4138.7210388264475	685.1656929704031	1907.1670214012674	7351.162600062564	6233.006976298927	6552.238848203303	3850.4590233317044	331.40692548687326	6023.3589582128025	1563.7859108136931	7252.553562237038	7294.529102856716	5902.761243214949	808.3326402893825	1434.2473504844907	4104.485009274709
VEGF signaling pathway	15	HMDB/SMPDB	5616.125612769962	4758.726161032126	6428.330172915255	5799.479090017474	4281.286550504104	5164.499044501199	3715.764772481361	5495.944870959128	5663.4621578957585	3939.618208988384	2801.639549870828	4108.980809253264	4103.147053717076	4159.446609350056	6585.800675208251	5467.558340460043	5680.929355548757	4062.8622981705885	3420.0146834929387	5233.937901312276	5889.2975394348305	4224.94249099268	2944.7045405188906	6806.098704178258	5338.497033873001	3039.3695141523162	4598.937669588478	5997.0958981457725	6593.807615815452	4358.6027918631535	6349.246983170271	6691.121638424222	6426.776423731422	6201.614013856608	5087.069275051188	4589.394248299956	4931.5801295557085	4481.710515133885	2766.5904823385135	5633.0222394213215	5014.163812619189	6314.856711528067	4096.452588602085	6103.9408766290035	5409.016986261518	4116.676726082568	5043.081475393487	2971.66105461432	5143.374866619056	5359.079157773777	5968.113600554786	4743.105123212854	4727.330879981964	4336.537267224932	5308.547721420847	2377.0219789060966	4535.575846424409	4164.821071351444	2985.5866035419585	6400.044314421842	6349.95706065278	5126.271021710029	6192.927314486289	2265.5401642634765	2780.519636429606	5724.488710124322	6224.261186511952	3657.5406623532867	5084.544730356556	4704.444583048733	5893.207817271973	6849.347416991743	4391.915900493462	7657.340182915332	5997.54913586498	5072.334722886402	4141.96322707197	2485.4741975715115	3271.6160600724124	4555.093104753375	4961.007957110156	6567.713597392879	845.6273266521387	4073.5007434854306	6059.042803200001	3962.5883805534577	5874.59975579376	5138.371453943616	6362.045791955536	5833.216395547975	3504.425752447218	6695.109617177155	6008.3876127044305	2636.0352313751932	3840.259318793016	6477.345140756613	3545.631797065281	4398.9282945922205	4230.589305794151	4237.335029701151	4214.934582514824	3020.2573653631143	3817.157677166642	3543.0615194851716	5004.351752401001	6931.698567636219	4874.2510675501335	6130.212631675443	4225.528979185243	6189.89194416502	2463.426454959389	6173.804027443552	3968.220932836336	3223.342392203374	7170.840094519146	4789.978664670409	6360.100943506813	5953.81220154001	5420.615285684878	3567.056577709814	5050.5419418021065	4804.125971120312	6514.939790159445	4565.515243917058	5344.517131514997	6577.166534213254	2713.6385651571245	4585.49197087965	6853.18120980352	2491.351970065097	3047.864396700076	5793.551172545989	2271.453989902641	4488.553725090416	6272.325030189291	5791.142048296032	2884.3772728425024	6159.96285357828	6933.604393981609	4714.960810138923	1457.2312935089528	7374.637399133189	5396.423580480974	4995.175810591497	6256.313974508723	6870.269852393246	5214.659768182847
Valdecoxib Action Pathway	28	HMDB/SMPDB	2674.511194444054	210.8235126127134	1855.2506615843874	6764.3062737186565	2765.4808439791955	2642.021046427226	1199.1343588339262	195.97965034365117	3852.257038789591	1141.1557842875934	6425.984662872191	3934.498233328026	2063.981091958802	4266.10512082706	554.2318673972194	4233.8053299265	5368.551340264384	2852.967347210627	1803.339126273733	7223.727863239614	1355.5881904359487	172.71810514651142	5821.102407547493	3033.7535962955176	138.7338677495498	5802.561468920179	1019.2233382733907	3689.1728952560497	866.698609115898	3344.767316307771	1029.062116526097	499.71237093268394	3769.20885045128	7518.5776726590975	3317.1233581726333	3361.8392763308784	2912.7785083223503	378.4247597681685	4964.535039729079	463.73421656890554	6221.223485272198	224.97850385360715	5554.154798446304	1093.039054955763	3355.895717351415	5508.048038933753	1629.7164768096734	66.17933536019912	7509.80946360897	605.7221251404043	243.45058992040416	996.2441847379615	3290.8103934168485	2028.8682868307126	7983.547389452552	6264.679153734514	1242.9300388888437	1217.414981395226	666.2995359548562	411.9913220515253	2671.689050783581	4875.937203611805	5628.4774482180155	1358.5873323097874	4630.788922803225	1665.765214834603	6475.252658255209	4219.9329918483845	2168.486959721797	2908.8477765373023	735.4937510502093	5897.828953592241	304.3207913851647	3711.957247714364	1084.986363563684	5300.918531591478	4911.356493875826	2103.331615476231	6884.4106030324165	7105.083897992796	5519.62127631343	2045.682642056953	6429.068685602743	1697.8594143907687	3235.2869004455138	6425.469862599635	1794.220500037065	915.0527689114475	3479.9241478946674	371.11456356083744	818.3356606002224	678.7269218608423	5970.202441346837	1183.2718411858552	1885.142091044698	6551.163678677211	1843.646963675333	764.20363535021	3132.329895917877	5120.392509621123	972.8301826137563	6981.25344290486	186.6100709733735	2.410591269265248	3306.7522858894454	3665.053550097828	2080.730983446652	78.4633063673771	2446.1230601529383	1443.010934873431	6908.378866291431	497.50161287881696	1235.4963598702366	4130.7211251050385	5355.406736204862	4717.727938205746	657.996079486103	1335.0918006710838	497.3225387259842	3606.10020570242	2441.3595765427212	6772.540855902296	1269.2751938721676	5515.804939649489	2212.647411326923	258.02449653401504	7528.0920006476	961.7620911663736	4394.660228266776	1267.4987055174502	5833.658638079935	459.5156323801615	6826.084405522041	1128.3568850824656	714.4294950426471	7153.455996927487	3755.874397809204	6114.096398222925	1768.8904405893973	1902.1885817907428	6678.709742689563	1599.4784273409653	264.6816214866072	955.123129820191	4762.696049700201	5566.675545478358	5036.87477451363
Valdecoxib Pathway	28	HMDB/SMPDB	2674.511194444054	210.8235126127134	1855.2506615843874	6764.3062737186565	2765.4808439791955	2642.021046427226	1199.1343588339262	195.97965034365117	3852.257038789591	1141.1557842875934	6425.984662872191	3934.498233328026	2063.981091958802	4266.10512082706	554.2318673972194	4233.8053299265	5368.551340264384	2852.967347210627	1803.339126273733	7223.727863239614	1355.5881904359487	172.71810514651142	5821.102407547493	3033.7535962955176	138.7338677495498	5802.561468920179	1019.2233382733907	3689.1728952560497	866.698609115898	3344.767316307771	1029.062116526097	499.71237093268394	3769.20885045128	7518.5776726590975	3317.1233581726333	3361.8392763308784	2912.7785083223503	378.4247597681685	4964.535039729079	463.73421656890554	6221.223485272198	224.97850385360715	5554.154798446304	1093.039054955763	3355.895717351415	5508.048038933753	1629.7164768096734	66.17933536019912	7509.80946360897	605.7221251404043	243.45058992040416	996.2441847379615	3290.8103934168485	2028.8682868307126	7983.547389452552	6264.679153734514	1242.9300388888437	1217.414981395226	666.2995359548562	411.9913220515253	2671.689050783581	4875.937203611805	5628.4774482180155	1358.5873323097874	4630.788922803225	1665.765214834603	6475.252658255209	4219.9329918483845	2168.486959721797	2908.8477765373023	735.4937510502093	5897.828953592241	304.3207913851647	3711.957247714364	1084.986363563684	5300.918531591478	4911.356493875826	2103.331615476231	6884.4106030324165	7105.083897992796	5519.62127631343	2045.682642056953	6429.068685602743	1697.8594143907687	3235.2869004455138	6425.469862599635	1794.220500037065	915.0527689114475	3479.9241478946674	371.11456356083744	818.3356606002224	678.7269218608423	5970.202441346837	1183.2718411858552	1885.142091044698	6551.163678677211	1843.646963675333	764.20363535021	3132.329895917877	5120.392509621123	972.8301826137563	6981.25344290486	186.6100709733735	2.410591269265248	3306.7522858894454	3665.053550097828	2080.730983446652	78.4633063673771	2446.1230601529383	1443.010934873431	6908.378866291431	497.50161287881696	1235.4963598702366	4130.7211251050385	5355.406736204862	4717.727938205746	657.996079486103	1335.0918006710838	497.3225387259842	3606.10020570242	2441.3595765427212	6772.540855902296	1269.2751938721676	5515.804939649489	2212.647411326923	258.02449653401504	7528.0920006476	961.7620911663736	4394.660228266776	1267.4987055174502	5833.658638079935	459.5156323801615	6826.084405522041	1128.3568850824656	714.4294950426471	7153.455996927487	3755.874397809204	6114.096398222925	1768.8904405893973	1902.1885817907428	6678.709742689563	1599.4784273409653	264.6816214866072	955.123129820191	4762.696049700201	5566.675545478358	5036.87477451363
Valine, Leucine and Isoleucine Degradation	30	HMDB/SMPDB	698.2047759685087	1515.9052709138678	8598.295337118438	8955.051063854358	9678.065741214637	9232.39269754173	1319.709711122796	972.5730100857729	3505.323072354944	9127.170785857668	9377.705191742178	9530.958585353163	1122.9880234944605	9462.376028682806	1190.1565968030784	1006.9607883755752	8117.13000412753	2476.5462295472676	1821.1863457488248	9419.094012034364	9322.857727223896	805.5962383078638	9847.738663182081	8622.477952577841	1238.1653327386084	7395.961430498098	7739.936042232628	9518.202160510215	2156.4645570426514	9549.58447189876	9537.519587104982	1041.7560246160347	9007.935307587863	9107.214789206728	9192.205701351768	1335.2299845395537	6160.344525962772	964.7868686467765	2395.1867165052718	1214.3717051916121	9379.809482676998	1219.9144178461454	1752.441938867468	804.5146940108347	9125.738769796637	9302.46281011213	3928.0391018329206	9795.090220970522	8443.797014708636	9438.44346226589	1168.6948002735387	791.6745500985834	9353.25565345829	9100.77436438055	9426.845853084676	1930.4675077529107	2277.127862723425	2212.917412962195	9638.830118034659	927.6839052316894	9467.678163455756	9372.516946750722	3118.500094603226	1189.0734229769291	1578.1718976002394	746.2495242530807	9656.133256850275	7547.064572536021	742.6829891687416	9226.201321967143	688.9937743566474	9856.20267827319	9588.281675946248	9690.468525473683	1210.8822241370372	9712.03251233586	8512.42661423912	1559.819472713156	4378.07571639129	9281.571679086475	9253.890268613006	1061.4133358931138	2172.2274722930647	9424.19190431076	1300.8953000573945	9091.697550709685	1318.761808820966	848.2155836092396	9726.325957429377	8610.91108967459	9520.663166094799	1372.5758172088051	9715.811412763258	581.0472344301071	9400.223730994323	8583.598121722507	4940.158350911877	1053.193866413232	9042.787470699413	9480.540326499737	1492.385024993784	9796.797854505317	1556.672473740005	8992.357376356174	9122.423156094133	9169.58641426418	812.2190138361691	9810.589128894982	1592.2251093252682	666.1576536954099	9529.822043178961	1361.74497742892	8674.644567379652	2633.51598118154	9078.753516433513	8266.71268347916	1013.4124043885299	1266.7388799248113	1342.7036946984279	9494.851761809354	9618.24671039836	9414.114924954258	8990.254839881742	9424.70132685902	9255.680393278464	994.6851294382093	6915.584755315056	7186.669387534069	8870.458862997451	2480.115996469636	1541.2196914944407	1044.9511610894224	2885.3517886058867	9333.606949783829	1107.2350241792963	9290.482839705088	2459.290518276348	9446.030128900986	8547.501099648502	992.4136581017892	9032.321804042836	9306.765397979954	1096.079103551589	8964.613437898492	1862.7315603324628	8679.617744110848	8474.411226779805
Valine, leucine and isoleucine biosynthesis	2	HMDB/SMPDB	4045.7877230629474	5922.637460480923	1513.2114876978903	3587.2100696192397	6993.474970427827	3740.1407899980036	7138.631852044297	5177.297758868261	5956.148002628132	1326.5807396073596	9226.579686545874	5876.5909600889445	3276.7968855290983	5908.872859339481	4290.014372573459	7217.685487239744	1161.3912627962682	7411.828346567304	1114.5126527746575	7499.605095664402	1768.930763045951	5446.438609690582	8380.51141583408	2685.1287246070833	5145.588756142938	600.6367509540415	6702.261053588654	3364.868759859844	4870.786975098558	8146.282162507839	9335.139432096907	3087.511540075181	3732.9784162884434	2367.7125927531956	1174.7997386943455	5932.537174141895	1617.4471219193567	5965.340535126411	3334.917222146324	5988.629601241721	3476.221126251097	3979.9955839801037	3102.6371629326736	4518.0439543914035	7386.8758380286945	1563.869198359752	7188.815481111526	8183.93812006099	7206.812557940883	5245.4976985216945	3785.1978177828337	4385.972699719647	2804.176600698353	7661.202736481017	5909.311998070783	3950.0170313669682	6977.09165150665	5605.973480672692	6379.47389969251	4660.316708789904	7137.6453112930985	2099.9683972292255	6827.856910511364	6255.530944554474	2884.996724446199	4582.212440065694	6400.568495872027	5074.995926167459	2851.154842027415	4029.428656784629	3818.857450800029	8900.173287291074	7959.161940848315	7389.124673966786	5746.926404181511	5986.590999476902	1839.7121761921073	4613.915653379163	5322.291484016449	4737.234684054666	828.4181614321211	5299.749729551824	1819.5667732364755	1414.7984711829406	3226.7369460759764	5598.358811134888	6124.774752669527	3633.2232549714095	8298.368963656432	3198.3916157103713	6644.468159314915	6393.280987231216	7327.77818733429	4318.131440933276	5290.005724500733	3214.9495740028797	6570.156504897443	502.655932005389	719.5121122856373	6359.21523636209	3690.277581466982	7595.632863258179	6329.410869109958	2330.335019906269	7361.983904085214	2904.124209213431	2105.3222802626315	9071.853253441574	6127.576516903788	5464.372875804143	2226.6667069346645	4972.907459509594	6376.082377908866	5589.936975605904	643.5174716313239	1486.8350667872726	3952.658168994172	6909.926952207627	7415.244757176721	5869.174892068975	8556.174212271242	6367.682934566316	4456.121553217697	7772.037901171761	8445.963037224155	9233.172249792458	7366.485140169297	168.83897384514313	5170.039104519877	3633.9763542063756	4445.706898598498	7079.986760120883	2180.0675025662194	928.5752689090293	7659.002604434006	8008.7168431482205	3868.896263660162	7990.875990073131	2625.2421752793052	5962.563198989065	7826.914169425225	8230.040152431831	3632.6404374819836	1868.62227514343	4457.979220761518	427.32724284662226	851.921188647846
Valine, leucine and isoleucine degradation	44	HMDB/SMPDB	2089.955903449342	1558.7723905362725	8180.200591352612	8493.088953826156	9413.525015213136	9107.010209521368	1677.4976273653551	1231.755831883318	3454.8485811194637	8893.044748359442	8893.406640708494	9304.482432333503	1392.1651376740042	9216.532154560722	1307.976044860811	1057.176413137559	8194.4692907249	2424.9992714679365	2178.4749124304562	8969.077826646835	8924.638892982624	1066.406063284805	9632.922120881298	7897.7815532001205	1304.1247175893748	7558.588600417063	7826.277799986268	9398.190489256076	2014.1763887684174	8908.640697720897	9098.775399916642	1323.1572272861565	8430.923788017231	8573.633178177251	9099.226983081993	1449.8989967980858	7084.80846839014	960.1173564937736	2851.6779107307984	1543.5274309488616	9161.69371986596	1311.9346462878989	3059.340992275875	1116.2634570993168	8471.025120781218	9170.392078681287	3737.3833442342348	9477.887458642435	8376.444474049269	9236.579552771687	1226.8636966269476	890.6215193449661	8939.441700512103	8703.542032645397	9036.586670706507	3616.88359259614	2700.1354905010535	1644.5784943690066	8956.918002719225	910.6718118986998	8717.915616428703	9175.14205649747	2105.1382624855355	1810.8772333896122	1591.1080411809173	863.1357236266734	9477.468960223363	7891.522278848357	972.3924614789345	8896.976791043118	567.1543798711415	9699.82550419498	8367.490627121464	9136.920945851405	1175.9997948191678	9524.006046684104	8136.218508328643	2528.5206952639955	4718.203054371833	9236.990830243225	9049.209160953924	1004.5653253902539	2687.355334676189	9281.733093293804	1577.425385412576	8900.054136656325	1463.7738045222904	995.0211136564299	9065.662813156505	8245.337970611698	9207.72943405995	1387.5810175690435	9425.554429463697	665.7068198816448	9135.981421466246	8417.81244841486	5266.571128888428	1512.0319402002656	8262.31221445434	9117.688511125647	1756.1574339594333	9366.505008693714	1838.6345865184494	8737.026432426448	8555.30488671203	8746.727593454732	1191.1140559524497	9300.988635873267	1533.6431116109386	665.7284191603356	9431.927053988347	1236.1937671854269	8180.132948241637	3829.265968774235	8077.342065561358	8095.761649445525	1020.9229678760875	1320.2593663682546	1291.8148078241297	9170.535475998304	9322.985456992921	9233.19684340704	8442.222459944247	9259.998311874486	7654.253569629957	852.8942289212316	7342.78562612562	4677.29282056062	8803.506519772693	2693.553653379153	1465.6196870027466	1090.9394051674522	3113.426980365912	9394.017958047452	1253.1729467306448	8929.806642916139	3251.133683182628	8834.475189390127	8029.8662597194325	1056.3457252731762	8939.422473170309	8831.344891386096	1292.4674062538982	8544.461505628702	1851.6386810342167	8634.025988237689	8102.94072180173
Valproic Acid Metabolism Pathway	11	HMDB/SMPDB	1666.1443766371367	2053.1138217958014	7678.130701215141	7222.709966986745	9413.82892272742	8811.458650895114	1725.106305178713	1188.6923086491113	3068.309554796918	8717.761853587623	7637.437505856675	9518.208642293972	1381.175383300804	9254.241831580037	1283.8221414841491	1615.8026000797952	7661.799200331928	2341.3237906573913	4486.623189119213	9113.305640431785	9005.961108115387	1194.8908089021659	9531.692589499287	8478.165676367737	956.4092877807049	7850.358449728374	7823.823080877835	9569.229196538736	1760.6198080819845	8704.78351300094	7814.527555436083	2416.2625638481436	8369.091025139418	8420.164932920829	9183.957497267003	1443.170782257021	8823.95338818194	800.7894198481471	3833.057811509666	1514.7244288390823	9084.718994399629	1215.0358246532082	3716.7710748466498	1191.1867720989387	8332.973339570395	9506.779646636145	5082.656706440815	9262.629965182929	8416.968454860196	9281.417617900286	1563.2402326613412	1318.686671935069	9186.452371384596	9012.682025957498	8935.385091413258	3325.3970071297585	2474.6876954204845	1528.6272733049573	9075.7008323468	1497.7675653699948	8888.740326075553	9277.392124613909	1305.5301523509343	1641.0889853882882	2870.3186778674617	1392.1420305797214	9556.266449587512	6903.623667828685	894.8162047555942	8947.787144436834	1395.414342282236	9630.962829174303	9264.2727424882	8724.966292132265	1164.462720299589	9612.483755365289	7749.8896023911675	2460.012405641956	5189.1991652269535	9303.789603179792	9420.392938232215	958.1994256794875	4996.602876685998	9326.106416776545	1360.0179663793363	9421.900700702232	1489.4103020993794	1123.792094321087	9571.734525778393	7056.41198933819	9089.608773611242	1479.8530071457023	9608.460564561741	1373.9414481059648	9287.932513335838	7147.462218132062	5517.473921637755	1831.6912609412182	9369.254978970646	9632.897074474957	1848.417302425071	9445.36928519242	1911.0064004876206	8674.048020365555	7030.191025481373	7842.7223457507935	1215.2785479359336	9381.6336354192	2627.3061444163404	531.6393082684101	9558.430446880722	2448.9434112867343	6439.262592071581	3895.876691301631	9287.764020355447	7321.070971307642	1410.6128012686383	1567.689142152175	2166.701602255093	9711.383242095482	9045.608918898635	8964.480021005471	7715.486389298185	9201.267054487884	2088.753106912526	1715.9937617736505	7991.876189635479	8946.450385905588	8773.363273405374	4107.40631949423	1710.1194065223258	1095.028410800258	5600.0891939554185	9562.389299112023	1291.247857055585	8636.14654681624	3246.451356253024	9069.343268897066	8672.36876763908	1147.9060672584262	9268.201666127015	8819.820277038405	1572.2364324733544	8964.838134057543	1486.5105604899347	9362.842798742397	7025.891617224336
Valsartan Action Pathway	4	HMDB/SMPDB	632.2421277778875	344.3978369334354	9628.430808576848	1676.0352592709826	5246.790579899266	1653.3996338217114	1311.1959059477113	1895.2701885573008	8189.735901938367	1999.3563556013505	89.68176962246709	7390.546960826601	8599.100416662235	2252.857708297981	145.107777342657	9146.281357238568	6871.480258846049	9132.944395361688	2836.2137589211598	8923.494590445674	5698.085717126147	59.21203170911772	1407.7324718071827	9573.374351882892	2377.141879191235	1319.0794872485446	4026.189953943715	4460.813182359027	750.748968187922	8922.506224087385	7453.518800182634	1613.9968226746694	1556.4668984568536	8796.410965844863	7287.384889545311	3311.9202424333203	9405.305776635647	5844.164917659037	8994.12732271073	462.5384169642712	1730.8177797523065	139.2991866893996	1379.7534610159605	4226.840106515331	9569.272373425503	1614.3584650133562	652.6058772643505	9390.215443969586	7435.016116321925	1243.0998541132265	47.06202726625785	5282.407841709636	9622.61614673204	1082.6133365146848	9167.820538089683	1365.65749636351	3985.104127307353	97.88935799930442	7560.709305100003	667.3780499844047	8071.390036782945	6305.831766106392	9654.80736568533	4896.52062238903	3466.6997079520083	1450.2765919653384	2822.7805454648183	2704.997012044145	9633.53802426628	8117.187687322428	494.0657933396761	9299.542382575717	9603.810774448662	9457.562657711129	2641.989330492619	2571.6993642039947	9687.844647304844	1707.5945349464153	161.88324816898603	1360.7347612005183	2284.8331627934795	6597.041512503366	9603.312074007286	8976.286387063936	6355.522077815662	2226.8997422087227	142.45319125992418	2849.9481133722006	9085.823467416996	6024.120003750403	4801.0656499361485	83.04395084295057	2216.59361472447	2133.823989745753	7921.920979119249	8962.184468410405	15.274057970829654	792.4185533334822	7269.180415215595	9435.623856538006	229.29601669130014	1779.9620661535337	5674.615846443849	8754.088090159901	8691.808101901985	9759.619569753733	1002.9892453276736	5163.328505095281	4344.143648760741	411.37899310375406	7428.290447041204	1546.867496962836	9524.68929166939	5602.6396088810025	3362.9276313309415	907.474527477186	182.59333455129448	7809.751217595439	160.19985959713725	6887.458199500751	9440.348588865038	9254.22169525987	8666.113386806946	4176.4364809213075	6753.8269567370235	1228.2911886949921	1674.4945818429167	7238.265810044186	9886.363968042411	4888.604742665953	9513.234552857222	2583.153471131727	1007.5099064511447	7472.628476404401	438.70641949566954	8910.966682519966	9060.075960432787	9524.28999314533	7535.840747996023	3068.9270833918918	3864.594783528996	9711.961249016776	8779.827786989523	9133.111660584847	2143.887725236246	2591.9470227090283	1221.9395667815945
