	count	db	C3L-00103	C3L-00103.norm	C3L-00097	C3L-00097.norm	C3L-00088	C3L-00088.norm	C3L-00096	C3L-00096.norm	C3L-00010	C3L-00010.norm	C3L-0079	C3L-00079.norm	C3L-00011	C3L-00011.norm	C3L-00026	C3L-00026.norm	C3L-00004	C3L-00004.norm	C3L-00359	C3L-00360	C3L-00360.norm	C3L-00369	C3L-00369.norm	C3L-00418	C3L-00418.norm	C3L-00447	C3L-00447.norm	C3L-00581	C3L-00581.norm	C3L-00910	C3L-00910.norm	C3L-00416	C3L-00416.norm	C3L-00448	C3L-00448.norm	C3N-00194.norm	C3N-00194	C3N-00244.norm	C3N-00244	C3N-00242	C3N-00242.norm	C3L-00765	C3L-00583	C3L-00583.norm	C3N-00168	C3N-00168.norm	C3N-00177	C3N-00177.norm	C3L-00561	C3L-00561.norm	C3L-00917	C3L-00917.norm	C3L-00607	C3L-00607.norm	C3N-00246	C3N-00246.norm	C3N-00733	C3N-00733.norm	C3L-00791	C3L-00791.norm	C3L-00902	C3L-00902.norm	C3L-01302	C3L-01302.norm	C3L-00907	C3L-00907.norm	C3N-00953	C3N-00953.norm	C3L-00814	C3L-00814.norm	C3L-00817	C3L-00183.norm	C3L-00183	C3N-00150	C3N-00150.norm	C3N-00573	C3N-00573.norm	C3N-00577	C3N-00577.norm	C3L-01352	C3N-01200	C3N-01200.norm	C3N-01214	C3N-01214.norm	C3N-01220	C3N-01220.norm	C3N-01522	C3N-01522.norm	C3N-01524	C3N-01524.norm	C3N-01261	C3N-01261.norm	C3N-00495	C3N-00495.norm	C3N-01175	C3N-01175.norm	C3N-00834	C3N-00834.norm	C3N-01176	C3N-01176.norm	C3N-01178	C3N-01178.norm	C3L-00606	C3L-00606.norm	C3L-01287	C3L-01287.norm	C3L-01281	C3L-01281.norm	C3N-00148	C3N-00148.norm	C3N-00646	C3N-00646.norm	C3N-00149	C3N-00149.norm	C3L-00908	C3L-00908.norm	C3L-01313	C3L-01313.norm	C3L-01836	C3L-01836.norm	C3L-01286	C3L-01286.norm	C3L-01603	C3L-01603.norm	C3N-01646	C3N-01646.norm	C3N-01648	C3N-01648.norm	C3N-01649	C3N-01649.norm	C3N-01651	C3N-01651.norm	C3N-01361	C3N-01361.norm	C3N-01179	C3N-01179.norm	C3N-01180	C3N-00831	C3N-00831.norm	C3N-01808	C3N-01808.norm	C3L-01607	C3L-01607.norm	C3L-01861	C3L-01861.norm	C3L-01882	C3L-01882.norm	C3L-01885	C3L-01885.norm
Cysteine and methionine metabolism	45	KEGG	3773.3442731769032	3751.8852432760796	3931.7014708379897	1066.2046345657375	3446.428797470767	2354.622250937639	4215.69346439621	3462.8687485687606	3887.6533842077306	1657.195375473552	4693.432537915625	5276.867027095455	4006.670625342246	1154.9614721471323	3267.1310880899887	2916.929111334677	3735.914131225419	1474.354180196404	2113.314547658514	4292.660913334162	1843.4675996657097	4015.658856259427	3339.324909140297	2795.3171319054363	714.7079293767812	2954.457185270772	843.7380769142609	3857.0468427999563	1179.3084243599203	3824.751124111839	1091.9377817069665	4359.498506676701	4713.629036304991	3821.171700665877	801.1337386683938	1837.6063776585886	4246.374631295366	930.569234581701	4307.144263454239	4686.91195617056	2190.959724297503	4673.998224586332	2790.8908716192054	2331.220252552807	4032.337967226975	1868.324557534458	3080.749808104553	2665.1274433516546	4235.0450845823825	1013.3623656207426	3299.7355943382963	969.1586018251193	3548.440020804422	1366.360705642732	3935.8185648621006	774.303826593119	3897.2683613697163	1309.6985920691554	3944.1852355792776	1324.6199933402563	3112.479655760059	1700.468553088786	4781.861746020424	1916.6741789612067	1411.777006364999	1296.4491118812266	4220.7608874516545	911.8489014021774	2344.8823842619513	3517.92488313659	4980.406906089336	1994.4541841369794	2269.766386014608	5193.04862772295	3731.269217103395	3964.6410992429774	1818.268521017061	4745.547019727142	3679.3676927530314	3805.1194269339835	4303.121428753857	4754.5384807162845	4830.366475535707	2076.5743143251266	4421.510463450159	951.2235054056081	3316.625106893663	897.1145360271295	3039.2050928856565	4853.835174762637	4648.648175705031	825.2721972538437	3000.9407323167507	1901.5314602005642	1884.8197906133144	931.4010959988199	3791.5107249842167	1483.8364810342043	3358.7260264049523	1102.9379751934403	4506.867541446382	542.2896292371764	3753.0143883464843	3781.805490198551	4444.2266905553	1077.7137173713336	2024.33338345887	4460.902754360189	4837.692329152281	1109.1721947710287	4411.332029153576	1308.3668682297396	3630.078907271267	4088.8654971024343	4450.281590091421	658.0769075598154	4187.538151637845	1372.1430684967854	3758.7691427825644	836.8970363836481	4384.684858398912	1492.2091026379398	4484.011157801692	942.7588417776034	4709.640977755955	858.9497259930916	4876.728211747876	2014.8799598154633	4855.138084631352	1801.922249351957	4239.057019747884	1116.958051071868	3659.7873794799534	1398.5059105820121	1671.1907118342265	868.8114623286297	2656.7057639910836	4623.323147758124	752.415643578477	3740.6618954032006	709.7184638270454	4454.577402092156	5132.716419712871	3565.076883786723	958.3780104023151	4542.026801159245	1113.5946757352597	3143.99314052086	1097.8848137557584
Cytokine-cytokine receptor interaction	270	KEGG	990.6764345819508	1880.0310247889574	464.6077770318071	4021.339317107712	528.0533508515012	2459.341054868642	2815.7220888584884	2342.3913598777162	2721.5252990203935	3702.988817831112	3348.9974161105274	2958.461721306422	4057.230971094893	3533.036865210441	2752.6111751816566	3202.13119704997	2607.5554828446393	4574.015542279972	4305.016839413054	1661.9607110080808	4282.342414298747	1771.8548107336453	3472.4243761993635	2872.691721516317	3917.986770836604	2127.2779646466793	3983.42153548661	2157.5830862081443	4543.814671801946	2372.6097609042104	4352.245051126634	1175.8516723831603	3808.1626841700377	1250.8769115549187	3678.8310006757183	3436.029688945009	1537.5613650738276	4511.16636864055	3504.7984825232193	3320.223730273029	4040.189759582017	1171.5819004571536	1286.5106146547753	2107.9760793249347	2703.853547329013	3816.440885721881	1766.6071210030198	3337.2862988764577	2387.5964416084266	3492.2351972869087	1956.441943893298	4834.498606682012	533.9021326649535	3444.9542545211066	2700.9743051228306	4146.255998360983	2810.2962878484864	4515.947322481937	595.3628442103491	1416.7242069385097	2607.1018852504403	1833.4220459700186	2348.3909676128933	1740.727766772795	2591.772086704094	4352.366058047512	1340.0743460214892	3804.6329389509406	1089.7621685987854	2554.01349745813	393.25132276768466	4155.223872452723	535.6329928523598	2436.3883246361584	1919.7229997220463	1192.84125610436	3325.172544067959	3873.0905777847206	1822.9947974859701	717.5083132553021	1674.8992732296686	169.35291521240774	2405.9783016317697	3338.4440950927465	2000.371792089243	3695.4795069066504	3117.7438322200987	2497.461180491078	1716.5211088108924	1942.1153997704093	1357.369690831797	4701.853155508596	1778.5500218041527	3766.8625043846755	3154.5087360446105	4283.458341641472	1546.0516116091756	4086.398564557629	2171.2308216242845	3777.1066778281593	1758.868591595514	3744.674854253905	1748.5669156455726	4900.597214745883	2120.502059355632	3759.7564259802098	969.6687958456691	2952.9478138292416	1190.5720296219595	3544.216384399002	3709.6583515228954	2577.4991927038295	4517.690148635616	2948.25741517273	836.9510618899182	4516.0063773822585	1974.1487835628948	2317.9925901697234	4316.233318420455	4773.5892918706095	2219.5298621158663	4060.8804475086663	1692.959560000432	4824.612257558944	1202.9607931321952	4176.9527164352185	2484.243796711684	2847.641972516916	2077.518611561904	3368.338866327725	3644.234766351271	2609.015966260896	1388.7737533508869	3644.7918849082234	1483.3204159321554	2546.632663234207	4006.9698378138896	1719.305487401631	3860.0276676645276	1056.6600641888654	4463.6064153342795	789.1091814075163	4636.754983065823	3023.029649332	4125.202587297875	924.0955389285531	3525.5383931162883	1193.9345088647992	4033.5452661006143
Cytosolic DNA-sensing pathway	64	KEGG	4088.3281099109904	4686.904908931701	4568.212978567794	4526.912373291945	3171.2892081393647	4214.016054287152	4167.4479346677	3960.0485778861635	3342.4772348588217	3947.150432249316	3858.454169222584	4387.586484215049	4044.2808176157923	4442.847173160218	3461.8879461034267	3250.7240508717364	3175.371744606027	4392.68469499087	3048.5275750472574	1790.052842135182	4492.2538989027025	3503.4499322396464	3278.688103879347	3711.6454618603093	4608.005539739366	3356.6603446120184	4229.651706228027	3938.196952145087	4331.118267504098	3472.297485566248	4220.006534037919	2487.786589499666	4252.945252241303	4244.488232538883	4566.620793956174	4199.456338307102	2862.0493420463213	4489.788728905314	4084.5737294455844	3444.6818976848003	3954.1041295330742	3565.87329284244	3866.41018501824	4159.415498096704	2892.5026235417695	4300.127984143848	3006.9343727098194	4602.69497818866	3408.3795479784703	4036.4785605727525	3468.9157338353125	3924.798602740364	4054.2993472438993	4385.787173791359	3186.966348165711	3887.214785951305	2926.790561661301	3989.842745101379	3784.244488795787	3873.444715340101	4052.4902717803575	4602.433879924941	2742.765977604257	4868.703650151544	3596.9115526619526	4774.760629328973	2924.2864075887446	4374.576876494898	1714.5077267804097	3812.7332271550845	3318.324976929108	3653.21063468987	3939.9495492431615	4427.021837353362	3942.0232736558687	4091.17417998537	4766.4168828158145	3751.9869566198267	4816.3825540884445	2353.6373326007183	3116.1211974609114	4158.616336424448	3507.2726900817224	1605.624771244993	3359.2606193251872	3882.3521024322604	3734.5419942477106	4261.755592064745	4235.159570191978	3408.0780104989276	3630.435465535437	3853.5798423306396	2859.466832153832	4517.610251060504	4017.8691529515695	4689.337410743786	2950.3825066928925	4397.9372495533435	3319.6237403115524	4007.6025843047764	3062.561165107498	4636.528441345304	3500.2387307524978	4746.563367337577	2868.2280686665854	3825.98098741069	3343.9305438726687	3924.396707726075	4066.443420259857	4768.663334017834	4300.691155881488	4381.281291613646	3481.226539728525	3896.256603474976	2553.035529973027	4685.763690830393	1960.5198132338128	4422.441196693756	3549.5946541113058	4308.800997816918	3086.5837953356067	3887.8822970303754	1783.8023115917144	4059.29662253198	3270.987643615368	4421.929003533847	3848.455237309653	4663.291707813642	3854.7977998148276	3955.9557336242956	4290.620875230023	4592.641310451527	3967.8581987231514	4924.951835178955	3367.0650561422785	4122.6768412814245	4515.204377135496	3054.880989700672	4163.825790776286	3757.870680874286	3816.2202007772503	3215.069488707904	4249.539936842824	1878.871443201543	4375.125005894587	3862.3871815216826	3911.0645111566	3345.2476765970687	4446.567197717978
D-Glutamine and D-glutamate metabolism	5	KEGG	6271.971594421748	5312.967817232602	6083.136807987596	408.02819492222494	6216.454887249319	414.0225253410563	6032.547401121631	3860.836441724874	6342.970396889616	3522.97161041498	5991.485581581003	6131.077563473629	5878.983210763011	404.2657314482296	2530.032300713709	4222.076822454265	6180.947342455463	2046.1982699042983	30.440892346827532	5642.617673176889	2659.811951251942	6078.313005454621	5169.709185816526	6080.768364754127	703.4365189526525	6281.971157125898	584.1401780633653	5696.010186994073	938.3169052817009	5841.423349705164	1065.867772754553	6170.735631652841	5934.8578545953715	6191.022623648811	624.7364043571013	2703.498477989711	6310.894909464875	921.505073585645	6171.608304913922	5920.972190718353	1793.2451394529594	6362.962338578408	6154.27726110181	2014.7153710171772	6175.087521895574	1164.1096504436573	6047.809800850934	1962.2921930468203	5677.243108261814	1116.6689750067433	6317.761366837899	450.20459263663537	5494.256001780054	430.71991334157735	6467.808792814581	597.6348627425582	5993.745806606675	1411.9443404244169	6199.132722306447	477.1806411930058	6256.425059867726	2260.0720734100764	6176.693495921341	2141.018889859208	4748.048215759498	411.7890430069758	6436.688219669424	255.59614380986844	6257.708173030355	1974.0918719703677	6233.692046853319	477.93348591835974	5881.324690192773	6236.67113601827	2549.38784628161	1206.951016140295	1326.47631846798	5369.278135058916	5845.86690677994	6273.094858182328	6328.504482270297	6338.236947028786	6327.574781528969	4350.019290087539	6004.721125902086	323.5118498165578	6116.960158304341	296.7939704145342	6155.5881098162945	5881.220160882622	5948.219234863962	463.8717298180679	5781.5271076923345	773.9121586337844	4578.890920569353	783.3971422161709	6143.333637308253	940.8262503476794	6164.544521984496	511.0417096228385	6217.478370045338	1157.8658668936148	6167.561654969537	6246.081112693431	5416.620434342876	2253.0343358030914	6192.409868648143	5232.280599728416	6107.909545421183	847.7212036007087	6294.080108551261	443.53361206850406	6232.375653869995	6542.495635231557	6342.809723827631	996.3505953419569	5820.569148832626	1541.6186652998933	6204.377066931765	621.766857261274	5813.481294151773	772.3095614426321	6054.436510135682	943.6796980201907	6345.227824820125	1591.7701736322747	5962.364777726894	4477.513748010966	6222.983650438295	1272.6837675409492	5664.706820372128	627.4126038979686	6351.810133858573	580.3690887293113	5942.982450862068	525.4297896840242	5979.443981643187	6315.842820866995	1262.477406173087	5612.204912203837	676.6138813641472	6225.3776557809015	6446.403402651259	4236.431010648388	242.70069538070427	6295.695151491406	598.6891918909347	6235.358730583467	386.91309001226267
DNA replication	36	KEGG	1736.9124781767935	5528.685880058504	2631.980046923777	4769.313003580998	2364.302490438931	5433.173049679777	2282.064012536598	5475.7040669588205	471.34073198859704	3631.0125425271494	1110.2849456407362	4903.9608002094155	334.3586168473336	5275.498881337741	1645.3958529553652	2672.7841787632574	2309.996129327339	3902.638132600521	3984.4800247361286	2669.7974893502633	3046.680586167957	2358.691221738269	5546.188084610023	3315.928799301613	4960.251507654783	1046.3344042834117	4799.378613818869	2707.739524093794	4769.247639090373	2991.082272088735	4888.350958932913	3666.2326049756475	5076.695167614706	3265.9411447364837	5379.110246119323	5298.540360041649	3425.9847221312825	4413.506938412923	862.5261479380553	1707.4696329752155	4073.3286735008646	2949.0816189557345	2272.007807516446	3982.7525018761703	3126.1414639597156	4942.618761432317	2455.8621365852036	4795.296836660847	3031.8494833265554	5396.269126016552	2430.9304523700916	4577.485020285242	2475.539552449171	4935.292988451898	670.226663086474	4619.461991891298	3144.8517896392573	4163.06229197481	574.1019144557732	4711.466269936319	3861.4760438895532	4911.7893935086495	3297.291791350773	5489.303632306146	3164.313563475158	4539.360491612221	1006.2208854359233	4953.496093364518	2238.3826858332836	5114.436907114392	2499.3440931988334	4758.694466136233	443.96253031610706	3475.2218581213965	5096.568362224934	2558.8344170385435	5184.673528638875	1294.266885412095	5172.444046748743	2913.7378737845515	797.0883299540893	4525.250255107922	4200.2040696225	305.1535611589047	3669.773441304885	4393.794523111418	1237.8064055306086	4645.9197022516355	2956.4217332539106	3752.0557633297362	3509.205337866481	4544.246106020295	1694.9493827141905	5018.441858479016	2635.145057648864	5078.33268171416	3901.5746879299245	5112.07887405448	1407.7998373035934	4975.687386247493	856.7367515361934	5040.7407317410725	3027.574790232434	1691.281702536449	655.4314703060272	4801.118213186699	1566.102737604604	3268.8452494849384	1957.5032885933824	4510.715601935751	1626.2792630278304	4151.363479809443	2213.840190701523	3446.4112788126517	3156.068169800538	4920.817541132549	3141.3223404530136	5283.226372646341	826.9130249679757	3593.6080998023253	1437.992705749478	4793.674360153813	3315.9560362310413	4877.67866489483	1588.8701149505268	4721.32132627132	4364.125528887319	5114.459443748518	1199.0319750194822	4999.768783505252	591.433708787952	5523.717970548655	922.6999724477806	5195.612229251372	1766.710682044679	5384.555288824021	3931.705390899644	578.7857768307971	5530.1396235413	3671.4587129778733	4079.6034345009202	3008.7815117183886	1729.284778023019	3256.0679869655332	5072.265419244027	2846.9709950246224	4753.1915879430435	2084.9840975781435	4905.3050438701075
Dilated cardiomyopathy (DCM)	90	KEGG	1288.5072313413805	1068.665152101724	4661.277488140353	2624.711932532234	3028.027788916188	1612.271517341275	2976.635635213261	1854.166790391748	4307.946214736635	1896.4760824069836	3065.8054949093444	426.5372661036188	3908.127650166162	2998.5344852118687	4774.5828103150325	3208.413480500122	4924.494528093874	1851.013590767923	4289.512248670663	4205.884196659032	593.184459495818	4206.515449827854	1558.1838377802117	3875.77045060438	2600.5881109791876	4467.928051823077	2794.108594270203	4347.625883976705	1976.0473748298498	3711.463199889435	2297.783594907592	3709.7613465139607	486.5957553278777	4186.318329964867	2463.4123481120832	2637.4337508624353	1995.569429102961	2284.944935152432	4440.196291284978	4346.789555905612	1233.2454485815638	458.9973186962184	3675.5428002566573	1588.9006030229514	4413.974314117964	1849.0884974959113	592.0399356473545	2698.534565652872	3753.8088671191927	2350.4093247872884	3541.3882302335965	3119.233225059212	3476.6509463071106	3510.927964274644	3923.1755919887355	3692.2998690040286	3706.1022489890647	2177.891587118679	3594.563471074869	3009.5067905014316	4522.7151716264925	4050.6775116787594	4308.124864239223	2469.0572999320625	4524.975042832402	3591.507513967077	3257.947601500409	2599.344274623347	4367.670499335075	1761.2336878765934	4446.1361997790655	2630.1954017412017	2957.6767891355325	752.0806354392471	2073.9027008960184	2122.8231858992062	3880.855688205762	1315.8174837421025	1328.4664182940087	4236.266688642748	3518.403558824372	1894.066815876905	398.8666579501492	3559.645084295183	3826.688753604486	3373.280555294843	4436.583576957541	2903.232117875526	3301.019844140472	1823.7281473138275	4143.328054670567	2790.3741710261297	3237.4228969237115	3727.366673438405	4296.557665992958	4324.057954440787	4734.317483266493	3916.6761006866286	4169.114698484499	1985.2925037799864	1426.6245477566238	3511.018152916808	3280.71076148204	2153.91821983264	3678.0250872213437	2163.936922445665	4480.927290053477	819.4609386328164	2768.3774317329107	2908.908423525603	1623.262325890153	2884.856673376331	356.91367176692575	2413.403500411081	4086.070589528698	3468.3974216114552	3823.7151359406434	2062.0658510456624	1835.129323022978	2622.2673046443715	4380.164237071065	1080.8391753795222	1562.8840042833212	3521.9924453553235	1614.465191382224	1812.3544770223712	1405.109011517196	2620.127006100135	798.4510856496761	3179.2399016813806	3893.381791674767	2109.6393621622597	2596.7205193727887	4043.7414077577823	2945.3856878611814	3955.0278005079913	4282.350957045286	3422.610716608884	3383.8941201578937	3403.2411797006853	2442.5551343809675	3791.01831412684	511.4587802870639	2535.3846231743714	2526.5984642645353	3335.418459811961	2665.2361015528813	1055.2202583056826	1590.1288939399774
Dopaminergic synapse	131	KEGG	3296.005297387681	4033.7012879934064	3705.773773229127	3323.1687155180275	155.8905476574024	2472.05196327593	4050.105763943059	4128.110586740472	3864.214460671217	2809.359121870754	4386.196541718983	3305.941588486667	3652.196394787913	3213.148858027327	3514.6788539342247	3767.25836175077	4110.822162567612	2796.759147520899	4381.254101009605	3645.6902828254583	2269.981470187286	3940.5504479838655	4137.820975685589	3340.498727362485	3668.8082726897946	4411.384362851574	1877.8183016934786	2797.805684130878	2905.823033487598	3310.576439786956	4982.94597068063	3191.709257619238	2223.9892624984254	2672.8749024311232	2863.2836315293553	3974.738309578143	2936.1748995785338	2725.8103356076576	4045.5143025682783	3885.9623410954637	2272.465942851454	2236.8251147293995	3094.6604365046987	2817.973000318231	3201.3990370869146	2821.908450777439	3185.1636801057925	2822.815214477043	3625.23150801457	3556.883453399964	3157.152474081767	1766.1658357955282	3612.8556801842146	2030.919405279539	1189.0411381848514	1762.940340476641	2556.6300905578046	2955.635796750092	2733.3919685972837	3409.707261016993	2848.5517054001484	4008.535846875911	3349.140785659148	4191.8930149065	3791.1795705237346	2722.399005495317	2212.937988153506	729.2668736007437	3969.1293075873314	3297.9158333616247	1548.6522619855405	2576.3333147798244	2569.3637120598582	4109.38262665928	3839.8824393225655	2491.2778537297168	1010.6687451941048	3725.057345090391	3454.8175424552446	3360.4560398045323	3628.7845616179757	1981.1522349182123	2698.287995985675	3993.414747258256	2904.4770594885413	3207.9103669225256	4249.5773748035435	1606.7859797913216	2040.3864209217709	4088.398777695825	3596.5025282310903	1908.4010297284524	3831.714076856984	3264.611078301252	3010.9696274174544	2517.5761819862446	3532.6304948152056	3333.9016059583637	3194.160191655747	1373.5212988164083	2880.2504732266484	3419.750464377191	3366.7505467514893	3581.248978014136	4111.696738790281	2859.3417105478866	3257.98139720048	2395.0094972550246	3543.477641667496	3057.2682915596974	2862.676381377538	3309.1650421467375	3628.680449965721	3504.897133354553	3127.180510949374	3187.3484909356143	3971.186226884318	3203.3861986064508	3640.580521282008	3028.006575532269	3973.0425365592673	2270.6021563831405	1294.7990424911916	1936.4735753664795	3956.4369926051913	3809.2931969124393	3489.0904787698696	3834.807987820565	4063.4727563557217	3386.3155565779807	1264.0643601064232	3463.17043942679	3744.6757585586633	2900.1927707930777	4498.7378752384575	2211.079380541686	3455.106361210963	2711.438373897927	3433.7672412787897	3177.3009487354425	2637.0988883635587	3758.381822429972	3860.5512127040442	3804.20032022544	640.6422714984702	2765.7998788846594	3369.0641671119724	3925.6195109001765	2218.2142222313555
Drug metabolism - cytochrome P450	70	KEGG	4885.97551385598	2377.3635488437094	5593.756794004248	1392.9556842348495	4469.942907263812	1628.6286310175778	4544.331961118599	1492.2780686303993	1197.9139987369003	142.96108898651408	5789.156785988652	3573.966312081632	5666.467091176377	919.7169495940537	4306.119700361725	792.2448129880007	3200.196186102754	270.1196122132597	1446.8551117117825	4479.41870463166	1029.3184143801438	5051.3323685370715	1371.5052747753168	4338.057694766812	1229.7463690688194	5889.96049216838	1181.0765155392187	933.0091372113105	1259.2167427449624	4892.86622751632	992.4691186533357	3913.2891226518454	1650.8333036706738	5610.732507518023	811.2230039152096	2001.6549635969996	3738.1794702543234	924.5518814510058	5402.066465822742	4606.757564713064	1883.002077557602	5917.314308542247	5514.519271145952	2215.7520960172587	4219.444417827375	1430.1515532291478	4558.009223284104	1636.139986082781	4940.766667592324	1161.612389209545	5703.680404018183	1133.6615193444757	5548.7807075270985	1294.5571436321768	5453.422794463843	1003.0735048750639	1937.7366881928274	1741.4899962758618	5105.724795899082	1188.8341672213442	5444.833902261205	55.77269813936486	5982.95848378449	1922.0259013442571	4661.9929249651605	736.1880163182224	5836.646294433258	1357.8993571273913	4489.598511537653	2683.1602800019837	5601.885251869133	794.3727524507169	5882.128859932104	5034.690761093374	1266.1684746627382	4263.782491877659	1565.7265253015307	5257.8576407764585	1306.4135991540545	3970.233407922167	5993.81225145068	3529.707344049549	5217.394146761268	1929.9859860405452	5465.3315587806455	1283.7222500103198	4690.908342657261	675.3760127386582	5549.529558951947	4581.707266003733	5147.307031570823	687.570150370997	4826.747173807746	1530.281914461351	3664.917325238906	987.9229957844842	5053.982278962497	1228.8019970843184	5251.296739950477	1309.6951890418443	4915.756384088057	1173.5740006942208	218.4528381164178	701.4750710057443	5461.647741110522	1390.749016622334	334.81828760729087	685.6166425241671	5190.711835391529	1382.599355870794	4912.579781229832	2834.139880101166	5599.274517867785	2580.9230437126	5336.256245618929	1114.8929606082222	4297.841895143039	1879.7640437539374	2477.724881962582	916.4095782797685	5127.202436491198	1068.1295199501405	5856.656954577923	800.0969738940889	5174.12648846904	779.6271781439856	5729.206550490488	714.9535318828756	5270.4249036440015	1261.6310720279857	992.8061639419735	1311.5369142721588	4800.392633920744	1469.7610656754052	4577.924483345038	1282.3814884696762	2540.752489724059	4973.537934554654	1317.3546561316336	4727.156738945055	1471.9303472443366	5516.127814020919	3514.533539867358	5077.541423201374	1068.2457444362192	6015.375163785168	1838.8882607980236	5639.012697020477	643.5588140965839
Drug metabolism - other enzymes	79	KEGG	481.0835383433529	3469.9677293625464	913.0374167787879	520.0360441002174	1562.8656778615884	1710.9957906297145	1484.8488604916479	1984.4859413997042	2426.9846040574266	585.5035126278043	360.28439254848826	4612.245618727728	510.21464816575565	848.6032574259075	3539.09231051313	3372.617201568687	1482.527134699645	114.6401655740918	1452.994567565501	1514.0768052080848	3073.238260845784	883.2179381541832	3188.493880487261	1631.257686099754	216.98846230090092	1975.2499063682062	399.3154211486007	2809.881345391952	663.0926448168633	3358.117394449347	690.6379258525543	1835.182272520036	3769.5923473675375	212.6691142868104	864.1151961908354	1789.332610207646	1034.2918510442391	1394.5830170846266	1850.161500219298	2840.153379563445	3079.0550208320324	4736.219529452411	4424.202943937449	2069.7450735246903	1923.6921680502176	358.6986736990357	2138.348066543859	681.3725517604211	1796.2564841369442	315.2576404475065	3569.5402097976853	697.0328877860635	1048.0815922504744	1601.5476644570356	3931.9504301476222	1045.987677816463	1582.4772998847436	1251.3285157832415	2075.3342530969885	449.0000295941201	3921.2040642211523	484.80437259907796	2414.809520149742	2135.4226708938154	1036.9806283858554	440.15737252782066	3552.859881328624	1181.3785980672137	3498.1716565666347	3219.527511295203	4157.905537282229	860.0066167575125	4258.099192132631	4357.506455396997	991.7863784244038	2395.635881463393	1877.9485643575435	2560.518762206531	3856.7272425377764	2159.3055352925335	1341.295162017763	4046.3816587409274	3951.029377179411	2158.7606131085554	1752.348074198299	1742.7981525677458	3005.395152883166	272.35660040874643	1354.30569206032	4341.720868195226	4058.627646722935	587.9317388503028	617.0755202472128	2380.849429946824	1907.2343482418237	415.0762491198397	2842.671502707158	766.4737853501426	2754.7583551713537	828.1435280373579	1269.4106662367778	1179.1523439599653	190.01106996507997	3470.5709391507417	2998.89360432936	1683.3209583647563	184.0307063036064	4208.842410462504	4050.3173145316478	129.10543800752848	3202.9203340316835	2246.218694754873	1223.1006401340962	1127.4410386116822	2702.56565328381	441.77004595126544	2201.1340025053555	1375.455452441238	3604.462477490176	1506.573306129336	3194.2571525515573	1087.379676957571	2168.256701161979	263.3119511416748	2444.522600033979	865.705111818255	1718.3563561539606	1407.535182195885	4136.848128514151	844.7067648442078	56.69439012468803	780.9209750441282	3458.109667836833	943.8894030515336	3442.0633061105414	945.2745452187623	1080.6999598477955	3542.826139285075	760.7810755882361	1509.0960307466087	763.9101229322969	4126.0166488860195	4201.175184917886	3151.6113283323043	674.0660268744945	3852.921709054345	529.5939991708958	3507.676568406964	188.30286518137223
ECM-receptor interaction	82	KEGG	1037.0410353561172	899.2041668144868	386.2436968233627	3245.7293036359997	3032.8443254147774	1538.5012972753545	4476.067084182091	1875.157224374194	2505.3446308378007	2945.8391142614337	2790.7051579689783	1818.2889442982682	4552.377506419399	2831.984890575225	5048.875330087595	1210.0242272548019	3138.7620995182842	2038.4309047475676	4805.462454115754	275.1531235200908	2546.197756402075	2323.1583439945043	1862.4042844960254	3324.138525003349	3889.2885247583426	4218.317394348163	3939.3657917027513	4355.158213518953	3286.889242463371	1185.5127510929779	4048.7331870764133	3809.598333467185	893.1501575635712	3359.1696176879864	2237.753307113795	3774.735086861222	933.5770478070853	2808.7833495849536	961.2736627094104	4908.532432595717	1052.361353505437	132.38352189889378	3411.52432562335	2837.5285569709245	1110.0151662840601	1956.221469630187	3333.555172502266	2470.3147782206397	1526.7279016375417	3103.709257583991	3071.1073997538665	3743.9430797473565	2669.8578578615957	1098.7832898644092	2252.091785039154	3207.2716163999125	3425.0662505996024	1858.6304565540122	2863.8298957639026	3166.239009128465	2920.1706824038633	3892.3633906897153	642.12057519429	2223.0135002940738	3215.366363509613	2838.159282932907	3818.2256816602494	4060.972830165161	4241.735568550052	1695.4766973630685	807.740140575396	3056.620582954178	602.2066460011962	1095.7152981692034	1257.9682636825905	1244.4897994944831	4402.142232814226	183.23233430833218	2640.003187473867	3415.4222743511023	479.60076622930933	2965.299908703145	468.83765483612905	2574.555825822528	721.6262764370546	1523.5552232972702	4156.853954078998	2247.873056686279	1481.5525501964964	112.87616620399034	298.8763431773744	2631.014708889229	1843.922765775394	2090.9662693932837	3927.0737551262046	4738.308611098249	3048.4098720070406	4759.988495232712	4317.749971029793	4163.3267761129655	3429.672201868922	4549.5804864978645	2341.780227227113	1242.539536006906	2161.781535078515	4948.167383783279	1131.2572787462889	1385.120318089615	281.2201825361077	4123.365594863542	438.5223316382881	2681.5116223982013	571.0380414494949	1292.34912360052	2079.6052675806054	3351.5116534891727	4567.639748633778	3727.471796367918	1245.5000875145445	3954.429665027789	4138.719736579608	2255.696537741643	433.6334434446847	2702.5683460424257	2709.8939051376433	1572.2203458144052	62.48388032864023	2079.127586471375	456.86648618709535	4091.8716242938967	3441.334081643463	900.8766838761704	1267.7460372261617	2718.3788081752004	2379.3194969187257	4611.26336975745	4321.697263258821	2195.1281710771405	2191.0822616111527	1114.3109104155333	2399.203870821061	4239.650375741395	1144.0644066397172	528.277582527321	3485.789950915747	1520.3405510126797	4186.119066936226	612.862702989414	4057.238574184076
