20308	0.35326468993829674
19855	0.4580753539493406
19851	0.20206637818889703
19850	0.06957395151272022
19575	0.07081779362400366
19378	0.05216099005315498
19046	0.059608317171721104
19017	0.025168919696998308
18878	0.014974406762248899
18785	0.00735933953060592
18652	0.00416198825960012
18371	0.0042293805822506605
18280	0.0020065970911441727
18258	0.0006832779234219586
18061	0.0004890272113509783
17401	0.0020587680041277913
17376	0.0007728226520640965
17346	0.00027744681776441823
16998	0.0003380908202096333
16912	0.00014751372380857714
16457	0.00025662442845749046
16125	0.000269490837057073
15731	0.0003372899837941611
14355	0.005459632472508987
14346	0.0023628254679158075
13460	0.007560453805466759
13303	0.004717047196072956
13174	0.0026896001050185636
11534	0.02960065942019638
9653	0.19358037644855236
7497	0.6419170330952346
5544	0.9395112898036274
3834	0.9969594428537704
3295	0.9985067057293584
1046	0.9999999977965979
865	0.9999999985499162
832	0.9999999915293852
537	0.9999999995134973
504	0.9999999971910307
409	0.9999999958677522
316	0.9999999949631875
238	0.9999999927831154
200	0.9999999652607777
101	0.9999999928836585
76	0.9999999568299794
71	0.999998942036992
69	0.9999716820512483
65	0.9994169263759717
27	0.9978908215344112
19	0.9547180389730744
