	count	db	C3L-00103	C3L-00103.norm	C3L-00097	C3L-00097.norm	C3L-00088	C3L-00088.norm	C3L-00096	C3L-00096.norm	C3L-00010	C3L-00010.norm	C3L-0079	C3L-00079.norm	C3L-00011	C3L-00011.norm	C3L-00026	C3L-00026.norm	C3L-00004	C3L-00004.norm	C3L-00359	C3L-00360	C3L-00360.norm	C3L-00369	C3L-00369.norm	C3L-00418	C3L-00418.norm	C3L-00447	C3L-00447.norm	C3L-00581	C3L-00581.norm	C3L-00910	C3L-00910.norm	C3L-00416	C3L-00416.norm	C3L-00448	C3L-00448.norm	C3N-00194.norm	C3N-00194	C3N-00244.norm	C3N-00244	C3N-00242	C3N-00242.norm	C3L-00765	C3L-00583	C3L-00583.norm	C3N-00168	C3N-00168.norm	C3N-00177	C3N-00177.norm	C3L-00561	C3L-00561.norm	C3L-00917	C3L-00917.norm	C3L-00607	C3L-00607.norm	C3N-00246	C3N-00246.norm	C3N-00733	C3N-00733.norm	C3L-00791	C3L-00791.norm	C3L-00902	C3L-00902.norm	C3L-01302	C3L-01302.norm	C3L-00907	C3L-00907.norm	C3N-00953	C3N-00953.norm	C3L-00814	C3L-00814.norm	C3L-00817	C3L-00183.norm	C3L-00183	C3N-00150	C3N-00150.norm	C3N-00573	C3N-00573.norm	C3N-00577	C3N-00577.norm	C3L-01352	C3N-01200	C3N-01200.norm	C3N-01214	C3N-01214.norm	C3N-01220	C3N-01220.norm	C3N-01522	C3N-01522.norm	C3N-01524	C3N-01524.norm	C3N-01261	C3N-01261.norm	C3N-00495	C3N-00495.norm	C3N-01175	C3N-01175.norm	C3N-00834	C3N-00834.norm	C3N-01176	C3N-01176.norm	C3N-01178	C3N-01178.norm	C3L-00606	C3L-00606.norm	C3L-01287	C3L-01287.norm	C3L-01281	C3L-01281.norm	C3N-00148	C3N-00148.norm	C3N-00646	C3N-00646.norm	C3N-00149	C3N-00149.norm	C3L-00908	C3L-00908.norm	C3L-01313	C3L-01313.norm	C3L-01836	C3L-01836.norm	C3L-01286	C3L-01286.norm	C3L-01603	C3L-01603.norm	C3N-01646	C3N-01646.norm	C3N-01648	C3N-01648.norm	C3N-01649	C3N-01649.norm	C3N-01651	C3N-01651.norm	C3N-01361	C3N-01361.norm	C3N-01179	C3N-01179.norm	C3N-01180	C3N-00831	C3N-00831.norm	C3N-01808	C3N-01808.norm	C3L-01607	C3L-01607.norm	C3L-01861	C3L-01861.norm	C3L-01882	C3L-01882.norm	C3L-01885	C3L-01885.norm
Carbon metabolism	116	KEGG	287.83330213851275	2979.8614544395473	260.12905225266525	2275.003716702533	239.55147074589598	2310.8287940908026	670.3015990255496	2686.621316036013	304.88894770425503	2951.225124551218	714.041656191707	2680.9595589910637	777.3592698192119	2435.0826562926413	1109.24963256048	2727.963352006437	353.4597740975572	3161.959462672349	3211.9633747128464	626.0608994040774	3174.9744036829497	653.7587783756952	3019.648838816775	502.71542047109403	2211.569003620702	788.5761259321662	2353.0380016473887	1068.6178208159279	2472.499357608028	1087.2923588938374	2455.0831112036662	1272.1860828175732	2813.1562664062003	467.4626021132928	2083.969777063255	2677.4317282729708	1070.3150078745173	2315.0860149113146	861.698073866878	1044.689276037967	2805.7846194964995	1144.4913369207702	668.8960497995745	2940.3245667873903	692.7643228585605	2680.385552876576	1651.1903457343865	2616.961769831433	1207.9721531026175	2375.1404109156897	465.58979571487225	2520.164166988833	774.5998693360564	2360.3788948391684	187.47248932964501	2350.3289830230847	221.25440226684154	2879.9437715877907	486.0674287459186	2281.646936898833	544.8981022011072	2741.8696652932426	811.495130195795	2853.8975971887617	758.6760138380424	2239.917031898121	875.8551377928094	2171.516228044625	309.735091189644	2599.770169801143	1378.5849098448616	2326.3709758558402	873.9775608504266	1474.0198013371123	2555.2725693300677	363.0734371035284	2349.3026768408886	1663.5336178582324	2839.758422392929	342.17153113835076	662.5133639795445	2296.903763157299	2146.572375269173	2957.840316080091	604.8343469923858	2310.523295720624	702.0706679747694	2249.7127916587615	402.67940839748024	2365.725195684245	429.48152827497864	2427.611556706237	2798.2025263551664	2414.0709119341745	2182.019473825993	2569.5775437923917	486.06610880111026	2562.1161149698455	246.48341185187988	2991.9585379278333	623.3249549432642	2739.5299342700723	247.02232447525955	2987.669681025759	1292.2370147221402	2302.076480746778	116.08836092536737	2764.8941384364125	1061.1912620031426	2428.8123700177666	751.9497959587145	2368.1114994931	724.2300576018829	2252.7243158517704	1229.5382700157154	2350.861639630461	820.3030223418866	2730.1158287427893	1969.81649963264	2266.7511124043745	1324.2157000409354	2808.405476441703	245.56561044238094	2373.8001500882665	717.4124642817329	2215.159739093183	2027.4946172666146	2682.077151076113	1697.782146752165	2821.0099757824178	794.9745766452829	2572.5166798342225	1005.5558677542089	2591.586071518309	680.1026514837002	2254.4636000064697	2316.034945813893	657.8579283084179	2542.973967028502	583.0635622423384	2248.059541379011	1256.725253023907	2316.8121987570044	2648.269341245252	2420.644976453216	1397.625564350757	2186.613068047333	978.8138210918258	1997.718253566985
Cardiac muscle contraction	78	KEGG	4339.9307587031135	4888.015699893334	4323.873898744993	4787.568160693876	4476.34293706506	4802.506450069314	4355.392332386778	4944.340669191505	4348.449172456482	4908.173230668373	4408.913802584993	4358.706741880218	4376.951778960258	4810.789957355834	4998.8245983441975	4978.07305088648	4651.855722588262	4866.477141823384	4878.620312528368	4269.485243476604	5022.987645582112	4437.485102933187	4785.71219446055	4398.494799871785	4784.350521180374	4392.743000319633	4799.553242766142	4527.976887913594	4829.908703781966	4402.3525582696475	4866.221613264227	4323.253368426749	4501.6690794836795	4394.116731413535	4939.324732553628	4750.916630138386	4456.493160752912	4844.146954472936	4284.434326629737	4386.127554093561	4721.072557617931	4164.358785515998	4300.51304854101	4938.331858689111	4188.94883037111	4853.966342187134	4300.541871365191	4849.110025585243	4434.603160246931	4887.6306002157435	4265.149668926077	4767.390890008181	4404.079423402718	4878.802341666528	4281.315315368071	4990.135975212687	4388.402195653066	5062.4402018038	4531.007351594323	5083.8166433143915	4455.440097998367	4938.8438531068	4248.101457367196	4811.526813334102	4484.693770361498	4884.510291219852	4350.976394399752	4860.91015070191	4458.558702718082	5030.948248659147	4286.987472499987	4772.64107597759	4309.607191756915	3831.9981644807663	4748.86519010767	4240.547492345556	4923.091175477172	4428.450201660907	4913.884161515325	4326.3905339855455	4274.576863166588	4434.17174264063	3866.2374524498086	4767.835922880088	4413.669541098397	4820.568127451321	4440.9561538199305	4853.669341734768	4184.95184995071	4197.732578166902	4221.3649555408265	4872.028721990789	4505.476834505719	4939.952486915311	4754.868485575267	4919.764301073519	4619.7610471132475	4817.475661747938	4297.7295060450115	4858.205016752421	4465.85329194878	5135.497501659357	4390.668033739241	4641.310180829157	4350.69309013901	4898.6068192440935	4335.064015433677	4503.5806316516155	4247.676930929368	4925.248383543977	4110.697995296852	5067.638190688375	4168.210244011044	4540.38491551767	4404.880859253942	4800.123984093272	4403.410536587208	4852.566134595787	4289.623603492013	4808.470981609123	4391.467627410203	4740.2731303919245	4297.45362368618	4824.095444086003	4328.648744631174	4960.242885542163	4433.833697871292	4929.764785514395	4125.986903067775	4763.972840863924	4358.8649220852	4842.991907561766	4347.569424715692	4926.143198831372	4271.816916978697	4911.027972633469	4753.103319698877	4268.48569203039	4948.14017541295	4373.015201824485	4757.863227202397	4389.110728500698	4288.259436003939	4507.6678120324095	4760.811686636562	4331.1110083608	4830.093554085167	4263.569704402767	4575.340680698568
Cell adhesion molecules (CAMs)	145	KEGG	3673.1798296007273	3816.620709955892	3984.5633937313746	3893.855639735225	3846.078611162088	3861.0191621578997	3566.0910891791955	3844.6594595172714	3535.167814908184	4102.814599198919	3710.693215536799	3696.3704059195647	3940.9143763881284	4030.8396261478065	3765.2549175640925	3792.2837471587127	3444.269413760297	4077.014606997997	4049.7397251072366	3913.280754626324	3870.8819725622643	3953.3476931252676	3935.451348726897	4090.2007531902873	4045.2444506610896	3747.5407313081723	3883.2381545811236	3944.574607079938	3829.643758046449	4083.4127594771508	3990.050371344244	3376.804752977159	3907.636248615851	3799.875831055669	3829.950432311599	3987.385608705469	3680.050468831324	3989.702082994493	3787.109036493603	3933.500063386646	4044.527523403124	3179.2979450296452	3213.5168537288732	4019.526462292861	3486.808002572898	4111.868759882814	3559.9739794417374	3920.5400420151473	3861.1622115760015	3965.009578989621	4011.4890588136245	4011.27982909514	3551.5844588956948	3930.602304055088	3856.225934933737	4034.5665889909806	3797.4667905660754	3899.5015829090776	3808.1283489183547	3996.0975838072045	4278.281787256759	3963.0323900604108	3690.9073967083805	3893.0260953069287	3787.3519181854244	4002.6194583555193	3435.5182343969764	3899.993548153973	3882.3079947342007	3769.073983141026	3923.3713206861325	4152.130629072759	3832.484003908092	3305.609656250171	3732.8773784053137	3668.9446054613386	3794.1729841275837	3885.126404468479	3897.735092100068	3801.3658917771622	3636.961018018422	3959.3756394677703	3661.070136833005	3978.0309914152754	3326.175621998057	4031.3074082556	3954.8874168620073	3992.599428669644	3458.0286725099913	3859.1815135213305	3927.636553645225	3931.353867589604	3932.9230228600322	3842.8467118437693	3706.5369996627614	3982.9461969601352	4235.132567734943	3999.1113482335195	3823.5998509776136	4064.046542656631	3659.295883893738	3940.9473413093447	3802.6557204250194	3855.750651858541	3547.362354078051	4019.05694093172	3987.2574891702516	3730.915415035995	3076.83714701507	3951.44133221082	3983.8145363021167	3920.7351383057944	3154.9564430571036	4060.813189798577	3546.5638569634166	4204.5764651963555	3771.186115319972	3876.6141043454786	3704.134748964721	4046.873540103226	3886.7146829278445	4087.5285288762097	3614.0182098584614	4031.499529984729	3773.4516647818227	3812.5700983664015	3801.3344679590787	3961.5923136349506	2877.0818157113117	3947.9431180297775	3564.6714209338043	3841.3918035067686	3735.5470901514877	3946.791593506189	3327.327678086321	3937.546888588921	3954.377721788898	4342.955244916032	3859.447518613068	3982.5694175419208	3917.217629423971	3679.8222663186466	3340.7647922013034	3795.9938031774295	3997.343428096019	3276.953856574172	3885.8732896738334	3255.979238352693	3999.7232411951145
Cell cycle	124	KEGG	3988.9746581345016	3668.8616218643833	3639.1007423925666	3736.2750947298227	3707.3303001686613	3782.9163352590786	3806.5344835178557	3812.9996023152908	3661.14752617559	3737.246776089451	4152.891360229106	3719.03949871063	4031.132660571752	3716.8480414858727	3770.241427965983	3744.980600804741	3798.071761173379	3652.0023934331507	3717.04911458024	3617.8863626448556	3733.1971895119273	3634.991652665905	3690.275812837035	3703.9372276676504	3703.8590792218315	4057.321362077253	3661.4211878505375	3661.4259136021237	3746.6120638163	3667.139469562742	3720.918761181485	4019.3182896775484	3773.084097729614	3679.157879955414	3748.692995312371	3804.1949022520703	3691.230614965248	3709.7793170888817	3799.561486854868	3993.394082266364	3689.7775391569407	3678.583057735167	3772.1835145237897	3679.703613253413	3747.39776413597	3706.1216248147766	3711.168757606967	3745.509262815559	3957.3002219945074	3737.316796443906	3633.4738806608702	3656.2600302805604	3836.394502999185	3777.31112997101	4208.763738691276	3725.9634531214283	3773.1017719197416	3726.2033763800296	3792.632152367526	3714.127712767186	3618.829147070621	3744.6666069905414	3627.4279641864555	3716.7347779033757	3699.5747469539006	3697.9674925696695	3985.4283282656065	3683.5164463456636	3805.788964704412	3753.336248991131	3764.7877005524674	3690.680943241007	3853.8255605643108	3727.0536393936536	3690.5352472008626	3885.069305860517	3706.6480226267163	3829.562977259921	3643.4414907988894	3702.8237012612663	4118.981183316635	3650.5349088081334	3653.7928569361843	3780.924349676227	3680.3690166320557	3687.526319613998	3934.148875125293	3705.481774229875	3756.262374336756	3602.7723080711717	3720.349534699395	3674.7510904560927	3662.4865156640813	3770.716860268199	3746.707383555384	3744.7984652770647	3697.6140794099215	3741.6783592156594	3977.9672268048985	3715.5765165248754	3784.9184011904495	3669.1407647818196	3663.8081634080113	3643.969371841587	4258.410581294322	3746.6303350434696	3723.9409966399	3676.2074531886487	3697.2377206929987	3675.6537611532776	3560.9020900584696	3630.9493546314766	3774.8370530019624	3620.988133878434	3722.4678097938	3662.695058938518	3751.68909815961	3708.675128050236	3812.2057110199967	3668.084762538745	4020.3540774112926	3753.712925954247	3710.3678149314374	3700.91104994324	3841.4688240267374	3670.9297585258732	3744.6988534410143	3720.3370527149123	3621.1451379860014	3690.9191948919365	3895.5407519918654	3676.7468325295154	3691.9933603757904	3746.951989072096	3587.6232130434673	3728.8718709097993	3604.349818868334	3727.308824775587	3731.275267885315	3539.7704619168826	3722.221510081858	3793.041870379334	3620.922667134169	3810.776262335748	3836.337547643591	3692.7897471206793	3662.605072387936	3782.077599092123	3744.160862763398
Cellular senescence	160	KEGG	3687.856682901227	3774.606538688057	3888.2298347506144	3931.7922081711736	4041.467588121464	3980.542784976243	3693.636350008527	3986.323671498142	3854.811743773751	3587.0179002798995	3610.2242077719807	3684.4299056567215	3433.856423101555	3989.8174155940037	3747.025414612628	4072.284540764412	3664.1400204315737	3756.196375355376	3729.284232631877	3808.02614509962	3490.825661343982	3377.0355748576344	3725.8982177343055	4087.867146903642	3863.089705774243	3744.7338695794465	3883.1892826591884	4303.939898057582	3923.5570230016065	3848.6789985316977	3902.128681970392	3830.841238478047	3854.2839035265733	3714.969154265378	3885.237990868235	3972.5082196477797	3890.4953415016303	3811.976437996617	3402.7554661023587	3791.409565341106	4082.4824948768687	3677.3743943940094	3964.095509055016	3991.5056069347165	3953.208124627416	3953.185075377185	3870.1327593079927	3967.5607963420084	3806.9517955084902	4066.3496430663035	3702.38689165467	3793.722888690973	3513.902444266131	3783.7432933461414	3492.687359398088	3874.49787955541	3758.180410859801	3723.242347556215	3603.1821279957044	4094.5742942983675	3710.6071117665715	3689.704786043726	3571.4699186931853	3913.960918181689	3698.4725180546475	3891.2964670368015	3846.120242939882	3837.9026678038267	4043.079049734209	3661.748065223081	3904.007778543445	3945.5480699913032	3785.7611399427697	3729.647978003325	3866.0819262250598	3788.9592928528227	3812.688006908052	3907.8742623168305	3672.5202851781964	3708.7385724679853	3807.3742222720607	3917.201708777213	3725.6800262970282	4020.2237504440664	3517.7367372561025	3880.009160242427	3794.3735914185563	4141.228174859044	3667.149906962234	3847.2359988135836	4001.952067378059	3981.4658242266405	4018.7047913006513	3898.52845000455	3905.597718755135	3851.5048039719645	4051.0333537694987	4021.269839751955	4039.694582723611	3994.02395137554	3587.1237601511857	3820.3192888652193	3649.7650236514023	3678.720846180983	3655.121081832383	3982.556972011976	3745.100561366522	3703.402407550596	3497.924768102813	3824.0258744052935	3745.123949598787	3980.6606398543813	3427.876236261585	3987.003051828728	3619.024005842408	3871.2795656632516	3560.693128409659	3907.092724729377	3519.377402346151	3746.076631026701	3827.603871918057	3791.8783238242468	3709.4345799846396	4015.779971218977	3643.4214093376117	3882.232923458872	3745.31101459097	3867.994295363863	3763.8133336470582	3654.229183600618	4019.7323409727605	4005.032807053269	3812.820238055706	3905.5603887976945	3431.8738742585347	3844.929052192792	3690.8288662184063	3821.9434735170166	3764.305939508795	4039.811717667233	3938.254847944952	3467.758836136435	3680.995455106647	4130.642511813739	3970.4596883697786	3910.5432515906296	3724.0426696352547	3790.3554602156273	3920.7582153231297
Central carbon metabolism in cancer	65	KEGG	1328.7925831180803	2923.1411908568793	723.5650764872531	2269.3228534448317	682.6699377625195	2650.653090378606	1582.1997278965032	2816.3667346386665	1091.7951168864768	2425.195734446283	1192.0202160098597	2921.4999646274723	1486.3680839496462	2493.6049015329404	1339.4028694909364	2410.8450677224305	908.7033550630457	2192.655604255214	2138.3151342756164	1407.7359090415237	2446.5058816814776	1261.453631758151	2935.2090074972857	995.56997584906	2373.89434146195	933.6356858648765	2359.596685907057	1686.4912745101306	2327.493236806879	1300.6451835496084	2331.585582604543	1429.833030195287	2588.440921484276	847.2197828308705	2290.9340332990064	2835.4138514648753	1361.5977178322355	2144.8359147884557	1530.2382505731985	1335.628664168879	2781.0578623463484	1704.9676216783823	1360.9259531809203	2487.091385991092	1017.6253553367407	2367.8988788423712	2085.2241114307435	2620.6351737399505	1300.494642221033	2613.021106935128	1268.1226661321418	2287.3386101087294	1156.8289000882658	2684.2153787250572	1064.4259378765375	2304.383522349746	924.635483989204	2250.802762381952	1085.0983943836168	2475.39093761235	895.1795663838934	2494.348235784307	1269.8048470753072	2718.0882899613484	978.4143709297123	2259.7552126045957	1664.641048748119	2212.936772074681	711.5417516711437	2213.8213424648925	1182.061552528533	2129.08267622356	934.5667544792498	1989.3996351989938	2513.1981536583357	1211.682802236689	2543.128442025917	1676.189543688961	2625.0808272301433	927.836476998283	1025.6210509577563	3035.28190504459	1893.3461948315953	2972.361757631499	1619.2863168402382	2448.4200431500076	1247.722316752044	2079.0262527335585	1017.8339967215016	3021.176293838667	978.8194744497703	2214.8673496724496	1701.8300699131319	2554.8821755305426	1294.1525630476312	2459.1820589938607	841.7991090613696	2364.5055475833415	780.0602932561549	2448.471671477225	1397.6839597452838	2049.316671524187	831.1111098304967	2461.3249133365666	1678.1788016914613	2492.34939359378	635.6796429948457	2277.50855494249	1069.0276868495555	2541.832310572796	1077.4068708011837	2467.0366351307684	1557.6358451469614	2882.9608216491815	2163.4654549101856	2308.402566360871	1401.1649142751662	2726.7116057390963	2012.3517595944036	2370.122084797257	1472.517433595441	2497.7448958281716	1092.9249344115383	2111.7974374574874	1215.4732314148657	2564.23952374201	2112.688046146656	2801.323808916454	1764.326039294477	2204.5601980534493	1564.5301422161167	2715.0088953500303	1611.7143768571082	2209.970678654317	1257.0232608717233	2347.773459219864	1845.0766651181639	1087.7781618087245	2385.0837312429	1008.384447938702	2251.424742384283	1578.6571890208186	2896.509995961759	1269.3714052725104	2256.212775529148	1297.549673238609	2329.453355090693	1222.7089838582033	2399.394311994222
Chagas disease (American trypanosomiasis)	102	KEGG	5196.237015808252	4542.800241806955	5238.420373128029	5061.033023072741	5101.908425328074	4766.155149601365	5188.64647057665	4699.890315555627	5188.375220684377	4866.292758062616	5021.749776681685	4568.2228696152815	5013.539954145621	5282.4904072526315	4973.395293238885	4868.0849255347275	5072.15314795466	4908.589892972716	4864.7258168309845	5131.064674440172	4770.5416385072685	5144.136999593658	4484.365162472827	4710.009681818814	4824.423373206343	5199.533542221866	4988.3625610002055	5084.984050093565	4699.02393866382	4961.801811956818	4740.742267838872	5192.848273323254	4773.2099257007885	5209.280878566649	4820.146137270569	4743.557620058442	5129.215706620433	4828.801207253951	4949.141535080967	5333.732834722258	4981.982006953446	5317.167833489057	5184.62301877943	4829.50180914927	5200.300340506886	4929.438429019638	5217.226225596582	4688.122687766435	5206.221227693995	4820.898739770192	5192.471324582088	4901.5972773342755	5190.910492114495	4726.786173048259	5231.833846951272	4893.527339417215	5273.096162796256	4958.784352121972	5171.11477504009	5009.949847912632	5257.649085643248	4755.780045140535	5025.05482703775	4650.591105037083	5264.712818210638	4900.915074292083	5182.092086131076	5060.424103836746	5082.232377295323	4959.21831641459	5258.934157547891	4970.559266377169	5210.06337678233	4979.509971405905	4736.75282938262	5202.54464510198	4685.306871693129	5052.062582312711	4998.7759743382585	5070.236141896383	4968.551145734513	4905.1150457321455	4679.312514323487	4524.897600885131	5013.669774025697	4991.244938099812	5141.925581649448	4772.502253338442	5265.972223153293	4997.550638959046	5316.741339339155	4793.127720490898	5279.255123710274	4735.193755217652	5100.041456462401	4672.281496607551	5170.924261775323	4893.604287034313	5012.4513659107915	4730.689714224744	5128.094774434191	4779.55155297212	5003.1435203952915	4925.810565009592	5261.5353836551185	4674.150825097652	5099.920346200414	4897.362972253978	5347.274520302898	4887.350390592856	5462.310051560134	4609.731767757922	4802.289022018343	4849.092041220871	5159.566051570118	4690.083175340657	5131.145681895135	4919.445274833172	5060.71990580943	4818.448751989077	5370.606185788773	4753.240860064584	5143.108311473125	4844.277987372275	5395.305219139308	4707.274062716671	5018.487487777828	5074.820329182445	5243.035175877926	5020.801126193023	5241.307398058406	4936.582229608077	5194.4792563502715	4918.724299018707	5217.849974776998	4885.959471357459	4729.656473958908	5249.433220081279	4611.472151730645	5088.413439444276	4847.192585175983	5218.348613335805	4753.174882464646	5017.156384867864	4750.594507182532	5110.123080255412	4619.06330933	4982.089936899578	4735.850784017373
Chemical carcinogenesis	82	KEGG	3888.5984867317256	3713.4292827670943	3940.849153238738	3072.6132301876614	2774.690872873606	3211.2215104297247	3505.355473886962	3828.1402644731374	3173.966509343901	3261.744561793436	3747.2272488516433	3547.7995577635197	3724.9218074302703	3159.878570461891	3215.8358935068513	3257.751132246687	2511.420849785234	3123.7112121443283	3577.637451411829	3561.8195805417186	3615.1921934437687	3785.0526597565736	3632.9093518491973	3028.2987012024632	3033.0106752592833	3962.3646922744283	3104.2591383442405	2885.6222847098493	3036.985663358238	3458.582875921149	3100.5812720061	3822.662043670699	3758.7903955095676	3836.6555191836155	2600.260437153184	3000.802593661304	3508.5826335838174	3280.205846617179	4010.2468728446997	3711.302641141986	2927.7642361876788	3711.753388740412	3578.727359097874	3052.784054726936	3043.3629383614248	3127.0078843847	2871.8107848042655	2887.761942588509	3554.6417202182315	2962.295176217748	3983.241865433856	2972.2016736775086	3825.165888944724	2934.1012330969133	3770.8081291073727	2774.6014977787927	2569.838967165537	2788.2403122028304	3653.8874339199683	2777.2063640721863	3389.1602734006337	2916.3282761779074	3703.6037761939556	2972.297725885352	3457.345397247985	2739.1991202940594	3457.8151101559965	2696.607992745697	3019.8213827346917	3411.7600721997946	3399.6883008019745	2838.0253647675568	3664.8593414294714	3751.1835887063917	3252.6537694977574	3744.7409001531123	3332.442041793648	3912.2043079632986	3516.7170249975866	2608.206701361685	3465.27556557329	3743.2872373440455	4111.834109433862	2887.063485051107	3654.719640223817	2822.5184974960325	3726.212356063938	3045.0150252197554	3761.3983050313373	3861.265618400206	3851.42941012391	2763.1042058644516	3977.85569555515	2617.9493578862907	3625.289538804835	2924.5716000641924	3535.9782899530032	3166.841056566473	3609.8717243875935	2290.6396643704916	3346.398302891136	2888.027573690435	2699.4558650070176	3500.8602083565033	3610.823103195809	2959.391960811504	2490.999023818134	3491.1461617420314	3236.711775416912	2775.4458346203546	3522.117616302822	2399.838634849171	3873.394916513261	3830.6793844365448	3509.850886813355	3003.7939252531564	2949.8278681844154	3212.051481096472	3558.081796513674	3150.5773105041494	3594.0388408359354	3182.885051838926	3852.10244777826	3000.7182646888245	3314.6885539708355	3375.563653195925	3862.9660304746667	3086.178766135679	3428.846736525761	3095.6959712094563	1928.6416119038645	3194.5806504311954	3708.3117630755983	3118.012130989291	3320.6469816130743	2509.536909542182	3810.03452534739	3840.100677056908	3054.882071112705	3596.019164047045	3013.50212013773	3608.287171770279	3778.714150287608	3471.495967721182	3098.925650966587	4079.6276306795994	3156.924459502553	3825.0260148800617	2467.8026382975495
Chemokine signaling pathway	185	KEGG	4443.32855692664	4193.260475046947	5034.477448360558	5027.055600902105	4954.556321046212	4513.543049957538	4554.817584905389	4227.893710240896	4715.64100295815	4652.5567751475555	4878.3759478298925	4459.0807911747015	4731.274555177661	4659.958909889089	5050.749798350106	4534.019119800532	4882.422322326642	4634.531904168216	4801.608497577713	4899.286759446675	4101.907950094377	5201.98343218685	4011.559298585624	4728.265310622966	4577.73643194824	4810.5498265480865	4605.546215045191	4815.884862486866	4906.424581908992	5257.033075426101	4069.1998063457477	4804.139874346056	4094.8850597282303	4899.884483049143	4682.453611300808	4364.005828407465	4406.689645061802	4820.227530904223	5026.865365507195	4840.996465982478	4878.9732358509045	4990.377065673408	4906.249932419178	4364.890347949383	5250.829239033079	4495.530853952202	4588.790762424371	4540.024308287596	4848.17521174486	4741.2450810667315	5084.5626574087655	5007.295135185594	4921.783677019215	4574.260953775264	5139.118814164041	4752.445054732553	5051.973676565058	4892.675248291595	4855.7904309333	4402.305967303665	4030.3817940869694	4326.306327232743	4849.442141421413	4495.619030840546	5174.610897878992	4209.29122944149	4429.179868803677	4828.014565889533	4569.428224043859	4754.800075424977	4722.635164889483	4741.410313217956	4608.1000014267765	5195.2312123991915	4842.913490630495	5480.803832237941	5271.0328047485955	5018.268185232552	4508.310207223851	4806.33255537169	4751.279372572615	5208.860775789346	4716.678903872891	4383.462090154869	5096.057707544083	4620.556482009583	5156.011635156728	4631.543470668484	4558.1453048938	5031.809651666185	4700.858726009287	4797.372274759717	5033.7108983151065	4516.5297622593325	4831.479310194978	4252.175903443325	4940.334399777562	4566.905581310409	4989.15905469102	4189.906892230706	4882.9330808817485	4305.283600203118	4851.323732642427	4740.492746086582	4902.7692113293	4615.492110454359	5059.206672180064	3578.120846195868	4596.854927665403	4556.729598383809	4793.19779530285	4693.508041639979	4649.664642742765	5031.901003037091	4722.529576883634	4581.212784353624	4571.184180220929	4752.316682050546	4861.883496439915	4357.760681003947	4795.875498755055	4269.951154174668	4863.512447127715	4699.201580923352	4836.946094519519	4438.199885947324	4980.014711530675	5098.183931562	4604.923796641554	4667.113315557807	4886.374515236141	4973.5919529192915	4462.754942065088	4153.119458245743	4636.719612366271	4485.894532321389	4744.430547713798	4822.296519743544	4404.347855591393	4823.897189416468	4875.5234908504035	4842.447854597807	5079.120656589376	4738.291159183262	4623.725751157502	5010.758219074445	4683.170087530395	4623.137494614366	4614.627231233288
Cholesterol metabolism	50	KEGG	4133.762529749437	3670.9233386172887	4214.327724589298	4371.135881806218	3895.921517548561	3660.4808633564608	3961.622547359994	3553.0116996422385	3948.7222289133833	3964.6727035917143	4107.786566459416	3444.2391691875832	3992.845645627009	4398.286521319766	4250.055889518456	4072.2995025241066	3986.709444467457	3877.4612049918887	4062.0935282413025	3913.29345577693	3949.6955953434945	3931.80909716383	3811.819757438748	4085.8601189163765	4076.851382288292	4097.368011453582	4345.901357001793	4067.994336114131	4115.938825564006	3839.8841080913494	4034.1912813698286	4046.251653289556	3409.274143926411	3978.839019703831	3865.2040577730936	4112.454667005294	3835.214717562199	4296.822420798937	4073.3415547021773	4272.234762043579	3876.761725214318	3830.187288213923	3868.7891122880114	3895.8153873768697	3694.444215161651	3975.5379900408475	3938.3567229155965	3983.283134809515	3923.895267790557	4060.6748435694562	4344.085562572504	4461.823577404283	4149.261597394912	4004.6498630239935	4279.977735845672	4045.3254591562945	4276.015048129902	4034.1297585250863	3992.2903149379863	3795.4753793331024	3773.4130647504444	3847.8666617752797	3677.1264109513295	4207.7637703500295	3487.2610684082006	4219.608244669561	3841.9524545805584	4299.261808689956	4107.466484330918	3941.0573337323212	3990.309040925038	4493.974053112843	4060.585989609446	3555.5434671093585	3815.3140117153957	3986.6742012235113	4023.213375482013	3981.917629434246	3266.868151012302	4324.799719965699	4083.821112683028	4185.802614476746	3835.795667744371	3953.6089356670145	3736.2029825552318	4489.247965437673	4283.291856003714	4464.037068572177	3849.9605250439686	3924.0915656588554	4199.320115896787	4520.088538557226	4147.379184814712	3925.171508942891	4032.5001001306578	3813.8825077115184	4034.294508012249	4068.383346258661	3977.604406179967	4157.975782819558	4246.615021097069	3748.9561703128497	4214.242270645578	3905.074581844428	3940.3886033294966	3995.5415377239015	3902.3533555613867	3570.5113164564964	4353.793002413164	3906.861282021529	4001.539253181253	4428.210088645842	3938.092343227179	3872.578429000983	4053.666279650177	4202.195188121883	3842.152916980188	3880.5360190658316	3918.8596899478375	4390.870294750268	3996.549344854729	3875.377390072106	4284.314745050426	4367.076365814464	4176.715686913999	4136.088001977818	3815.867364242924	4295.095562039487	4181.4828303713775	3962.0590660668286	4255.874021991684	4557.798963358745	4154.448053366545	4050.8219255751724	4014.8328674966156	4079.647102741626	4152.045205824271	4176.375051486806	4317.364335099921	3876.865246649233	4190.085937701473	3854.7805830562047	3725.6149398941907	3752.387793806401	4284.098423311833	3920.327253428181	4417.075013241142	4087.079155418951	4157.8512374684115
