	C3L-00103	C3L-00103.norm	C3L-00097	C3L-00097.norm	C3L-00088	C3L-00088.norm	C3L-00096	C3L-00096.norm	C3L-00010	C3L-00010.norm	C3L-0079	C3L-00079.norm	C3L-00011	C3L-00011.norm	C3L-00026	C3L-00026.norm	C3L-00004	C3L-00004.norm	C3L-00359	C3L-00360	C3L-00360.norm	C3L-00369	C3L-00369.norm	C3L-00418	C3L-00418.norm	C3L-00447	C3L-00447.norm	C3L-00581	C3L-00581.norm	C3L-00910	C3L-00910.norm	C3L-00416	C3L-00416.norm	C3L-00448	C3L-00448.norm	C3N-00194.norm	C3N-00194	C3N-00244.norm	C3N-00244	C3N-00242	C3N-00242.norm	C3L-00765	C3L-00583	C3L-00583.norm	C3N-00168	C3N-00168.norm	C3N-00177	C3N-00177.norm	C3L-00561	C3L-00561.norm	C3L-00917	C3L-00917.norm	C3L-00607	C3L-00607.norm	C3N-00246	C3N-00246.norm	C3N-00733	C3N-00733.norm	C3L-00791	C3L-00791.norm	C3L-00902	C3L-00902.norm	C3L-01302	C3L-01302.norm	C3L-00907	C3L-00907.norm	C3N-00953	C3N-00953.norm	C3L-00814	C3L-00814.norm	C3L-00817	C3L-00183.norm	C3L-00183	C3N-00150	C3N-00150.norm	C3N-00573	C3N-00573.norm	C3N-00577	C3N-00577.norm	C3L-01352	C3N-01200	C3N-01200.norm	C3N-01214	C3N-01214.norm	C3N-01220	C3N-01220.norm	C3N-01522	C3N-01522.norm	C3N-01524	C3N-01524.norm	C3N-01261	C3N-01261.norm	C3N-00495	C3N-00495.norm	C3N-01175	C3N-01175.norm	C3N-00834	C3N-00834.norm	C3N-01176	C3N-01176.norm	C3N-01178	C3N-01178.norm	C3L-00606	C3L-00606.norm	C3L-01287	C3L-01287.norm	C3L-01281	C3L-01281.norm	C3N-00148	C3N-00148.norm	C3N-00646	C3N-00646.norm	C3N-00149	C3N-00149.norm	C3L-00908	C3L-00908.norm	C3L-01313	C3L-01313.norm	C3L-01836	C3L-01836.norm	C3L-01286	C3L-01286.norm	C3L-01603	C3L-01603.norm	C3N-01646	C3N-01646.norm	C3N-01648	C3N-01648.norm	C3N-01649	C3N-01649.norm	C3N-01651	C3N-01651.norm	C3N-01361	C3N-01361.norm	C3N-01179	C3N-01179.norm	C3N-01180	C3N-00831	C3N-00831.norm	C3N-01808	C3N-01808.norm	C3L-01607	C3L-01607.norm	C3L-01861	C3L-01861.norm	C3L-01882	C3L-01882.norm	C3L-01885	C3L-01885.norm
2-Oxocarboxylic acid metabolism	-0.042305874022474294	0.04439316270961877	-0.02604517175176565	0.15125970690598847	-0.029871432269549355	0.09309679473807872	-0.005832131718211116	0.09769843436955301	-0.07186467242458672	0.11256409253918352	-0.027577636651851554	-0.025046605320407936	-0.02661848736401775	0.14175396242562152	0.03804887671694362	0.10080924702514231	-0.03784202518461362	0.1217071506189115	0.12619726778628493	-0.02862747858797207	0.12181710306869205	-0.02903341890684772	0.09027372978515857	-0.01383802283675326	0.13649795868630754	-0.04081137220912037	0.15032906527173548	-0.013882395119146603	0.1466690155937006	-0.027963352809336404	0.13009478374074435	-0.047375639620446726	0.011969887485180804	-0.0380250679998278	0.1574234169722914	0.12414143453460105	-0.04781039442368791	0.1292764466806267	-0.036089184215560184	-0.0330055382644792	0.1075109500561263	-0.038654148800860516	-0.04275428718605434	0.11506043281122125	-0.04607214759596102	0.13429413443007357	-0.04233878293120953	0.12672936163979584	-0.009590838820997934	0.1345634222977114	-0.05465201839071571	0.13963432270077744	-0.019960775381216614	0.1409721413756547	-0.049354263800855905	0.17721016188888222	-0.03448480178070971	0.12711213803221597	-0.015774545125481376	0.16441948506367382	0.0020497036645293863	0.17822644742973728	-0.022683435252966642	0.10746205479644083	0.03211587257800993	0.15261497492534176	-0.06924358389559689	0.14760264126391587	-0.032755209967237534	0.038695306691851776	-0.058167145174769716	0.17102554639710607	-0.061586973525119916	-0.05393723986601079	0.06785054637089152	-0.01063578187902788	0.16082562698570543	-0.044078199810361436	0.05771437537230052	-0.03532572572721236	-0.060596563742738994	-0.01241221551016885	-0.027956929237399286	0.06525198087984728	-0.028314438195198792	0.14609709562590456	-0.03407729902369259	0.16533364336391868	-0.05661476129970682	-0.04842341009083524	-0.041335592869	0.17491840418885354	0.032342963590874206	0.09276329129180563	0.08978116447797434	0.12754173608516842	-0.03622818043947999	0.14436926800264774	-0.04272882169493858	0.17339170279031102	-0.03333037993157387	0.13182548960543625	-0.04378056411248868	0.04181111975139439	-0.0076674831137415024	0.14536733457246542	-0.03941197320051453	0.0221206817601921	-0.044855832905851406	0.1581295467128374	-0.0634030559029343	0.13983023691317348	-0.011922152546011654	-0.015181600248442144	-0.053070775577839895	0.13014277303066757	0.011781282422159905	0.13212358971337917	-0.007478361884608411	0.13481711135447536	-0.04411946079911064	0.1204443107984248	-0.0562526790299132	0.14067916964991173	-0.05523888492393949	0.12431572596616355	-0.01699965929142899	0.11409186091769662	-0.0406558628177265	0.15445829205320558	-0.021310485368656623	0.15026540391248303	-0.0331794129361406	0.13249474386868937	-0.023966357510183795	0.1309155976861097	0.027634625632467925	-0.05475052152472924	0.12472606749709002	-0.01488233237881794	0.14943630501013463	-0.031896320137273136	-0.04168874798636615	0.010967331709624627	0.123752657333784	-0.05179748604133767	0.1268519511395491	-0.042423037677811255	0.16710191879616942
ABC transporters	0.016399037571647714	-0.036013138332628154	-0.0333389261013602	0.01858124961802274	-0.047497500421954275	-0.02700133430010905	0.10877811091778748	-0.0398841875604334	-0.013332259960496678	-0.027867304812766763	-0.009954393570300219	-0.017222503242521767	-0.0027050418633994375	-0.026452919765860224	0.019218287070080445	-0.027883182178073944	-0.04364234560211643	-0.03632542425232269	-0.03136181134067795	0.0378422144990508	-0.05862355648929751	-0.0009999961553290788	-0.050974735122917676	-0.024821294527631342	-0.028797782182187637	-0.01208429165309924	-0.010115487732684404	0.012693241618364728	-0.01740922836439909	-0.012200083543433942	-0.06769031520151574	0.00918491543806159	-0.06026798489568692	-0.02152074093097287	-0.02535928155586611	-0.03508893428327681	0.03575485386814487	-0.02540615482654103	-0.007391665924290871	0.07336676994231384	-0.06019570973400586	-0.004041843765065055	0.07909422050109559	-0.059262699233526235	-0.011167986766307748	-0.02770067713474316	0.008264263707273437	-0.03510449106451989	0.04066304024297788	-0.03147979006966193	0.014023375636878027	-0.013768302827986167	0.07622463883501893	-0.05322101381907282	-0.004285596383132411	-0.06566290459113783	-0.011559982553890931	-0.042511358316449956	-0.015818570869071832	0.005006050780920359	-0.014756857588872109	-0.053944986943816345	0.005704857966597721	-0.039818787184758335	0.044145740989526096	-0.05222364774847239	0.01700436612707002	0.016595041087842717	-0.011458283830141771	-0.05491848217188069	-0.0503840852692279	-0.029397608551166198	-0.011021514418863454	-0.030955136983413373	-0.03826007079197823	-0.006167638682222669	-0.05063791520608245	-0.01052358793179758	-0.07101924839166907	-0.060081874656480024	0.03161164048413566	-0.06502101726154862	-0.025416373579395867	-0.009132694461695338	0.020744517381759673	-0.03780902404059904	-0.011614638820836706	-0.02159735723043431	0.009680514456595237	-0.033632206796015	-0.042555230172738434	-0.02193730426514448	-0.0022162101699872813	-0.06914120277921473	-0.023455977052315422	-0.04828141474484627	-0.022438493202241585	-0.03134924614087173	-0.005887999729908971	-0.07019045827647837	-0.024149558126020855	-0.04428279171728312	-0.009569222383345566	-0.05906348699518167	0.015629233144552973	-0.05534584622362883	-0.0144352155794968	-0.06359899040045383	-0.011924692476667945	-0.03999130329094472	-0.05654458593057976	-0.009832365712888284	-0.026304477737116427	-0.023984026600859135	0.003303499605959322	-0.04855558021021304	0.023303434683737946	-0.028566267461742186	-0.0325116859326324	-0.05098572584788766	0.05540220191354358	-0.036692144239786784	0.010973410961754727	-0.03427243484771465	0.02636054253996413	-0.017744563032722066	-0.015465100519468774	-0.034963860032562966	0.016983405022607048	-0.031382589476815256	0.004813269424049171	0.02590450951608182	-0.030738850246037175	-0.04005576225306257	-0.0040445860459742515	-0.019324390223556583	-0.006422701311130547	0.007610537017905677	-0.02959707589960644	0.014197124959173246	-0.007844283571046174	0.02057389248759476	-0.04996244792455273	0.006866899268223977	-0.013448849024102214	-0.006417170111612518	-0.004606830440436256	0.0010859051062608333	-0.025700708946826363
AGE-RAGE signaling pathway in diabetic complications	0.03340570043796258	0.01677794358536598	0.04729046270880681	-0.004352310588983406	0.033238342101630056	0.009568514257653446	0.026851654206432127	0.010222687251887937	0.0346752068883314	0.011042548174449012	0.02808337159791742	0.023902676269179857	0.014380306949726042	0.0050389322723878955	0.015706789806574976	0.015667302702867814	0.035570308960188125	0.005073537743587009	0.004154887627472654	0.033173209525913676	0.020100638159289773	0.02876266887671445	0.0014240973921001597	0.03844629743723824	-0.0021587813775754204	0.026297227988345714	0.011472900754313006	0.03865938752010437	0.01158216219445488	0.046898585242998767	-0.006148978852694701	0.036155262707354065	0.03327614846152408	0.0297178596898221	-0.0025539653724628406	0.002262161121223812	0.049679587841873506	-0.005176501691492553	0.0348890800089472	0.02268774225051966	0.018142708950682873	0.05360581188518728	0.01824206277157277	0.010810802131326394	0.04500953733402805	0.01866352820125324	0.04167017469999445	0.01333101527666596	0.016222743617004484	0.004669787931762054	0.04157526222382611	0.0024354729547972132	0.030622310571631846	0.013393257059955522	0.039920707121830774	0.007487389886385212	0.054769248197851256	0.017349717075277524	0.036145913659569935	0.0034349231419979107	0.037990447854202	0.005447219592142856	0.03087191515696635	-0.00026715522241889687	0.0283874366342961	-3.6340858300070896e-05	0.036823411151591316	-0.006958097430562228	0.04022472110420038	0.027858439566974657	0.045226314917145925	0.0012198219745760978	0.029800610777046554	0.03861161280067118	0.017724212095733625	0.02691515343046986	0.003357464846847683	0.018936113424542732	0.0015672136568656643	0.029889024105091956	0.025349798804542304	0.029581783750800894	0.04548419413572904	-0.006596837781104523	0.03640982400339081	0.007277037866264179	0.02967540769048135	0.00398166098807741	0.03322694030970067	0.035128582938257845	0.03884039439195195	0.0016007865410784913	0.04061472152822449	0.010560873910665828	0.032872906611481054	0.003693099122240442	0.043748097921303575	0.012410360449686573	0.03989848413515358	0.014652764867795395	0.03821513248317584	-0.005212755828741967	0.0381252733093996	0.018669569561937334	0.021784877548379274	-0.0026436064770928866	0.055422832393826185	0.023663949826214045	0.05016316132168822	0.012704726149885768	0.055471959596996905	0.003713332006578297	0.03752848884351506	0.031593025992592956	0.046735912009278284	0.012139725420424087	0.0312793825329253	0.014596377980946642	0.028193195955301873	-0.0016233280466448252	0.020349103746574275	0.021422629544515574	0.05680610672636799	0.010936882474449605	0.030427912596421858	0.007086236988489773	0.036585653475713846	0.01061322852240779	0.05400782868521926	0.02582488086953733	0.035239529151186895	-0.0037695907813206095	0.04393420389771849	0.0152522010800279	0.035402200594875956	0.014581236667937371	0.014527455498573665	0.039800953491939794	0.010521200204601039	0.05688517607935919	0.003191563318867409	0.03759732672571458	0.025791461131222104	0.06170534151752496	0.008773142432714109	0.050851982928171065	-0.0032504269333445434	0.025805774573064096	0.0012175687956586054
AMPK signaling pathway	0.20932274217780003	0.25750050626868276	0.19445321079514688	0.19457180267240448	0.1500944068287528	0.2288645934055093	0.19625787961862734	0.19452944596003224	0.17864222356509424	0.24038692674486795	0.2219868931677753	0.2092695213702239	0.1985227447762499	0.2219180784423346	0.1947712209846922	0.2148106363335311	0.17925323264913276	0.2164448853298485	0.17932298187349252	0.18176569624280986	0.23039150931953675	0.19578907370476195	0.23913371379013704	0.19870384289711393	0.2194989574587015	0.18215891078886	0.2035290142991478	0.16718429045472313	0.22110165968350654	0.176734867605357	0.2126042445357098	0.18724530515522606	0.24009221491612812	0.20631263255268462	0.21081975336128345	0.21909469622430422	0.18866197289000577	0.1989313500315249	0.17171640629707396	0.22095547860761489	0.18826108326622845	0.1960017018448987	0.18997519358586268	0.21660740514943214	0.19105392029018844	0.2008190124182021	0.16799168500489267	0.24333081346037058	0.20180574461490225	0.20895948721386595	0.18902945553911535	0.20942856486056585	0.2324596824099719	0.2031515237995514	0.19171232991206386	0.21554229105311234	0.20960226594447284	0.2265978643743152	0.15895811250435685	0.20034735142875015	0.21231248240209405	0.21757116402229143	0.19946740643148667	0.21597932289521202	0.18397034661941897	0.23715142777894807	0.20473984413193833	0.20408384719023415	0.1815930081642108	0.211793819917439	0.1751669860924834	0.21536979160696726	0.1813415497238648	0.21290371590785248	0.20781189278582338	0.193631297945881	0.20177206795494612	0.22436506187843883	0.19085000726940968	0.17004984733767955	0.18930512294379104	0.13668822937667297	0.18102838867096652	0.19337171090241329	0.20244328226070415	0.20256751709366147	0.16032153603101923	0.18670897463211622	0.22486909402909658	0.1843418494652579	0.1874047169616479	0.19456236227654145	0.1934560667005951	0.2589079659914752	0.21073642818297597	0.24494138117320827	0.19109200503937018	0.25831991686475286	0.1938087148917385	0.19857451911940116	0.16843367400898304	0.24685142616790465	0.19694482951770867	0.19429796747807068	0.1982511352500506	0.23206031318907347	0.18163339035112858	0.21775349436342142	0.20349138212282977	0.20182711712203746	0.2005108601030343	0.20341508061980138	0.24067637812228443	0.19011901773024437	0.20113189265027503	0.22925401983744964	0.2030295917766358	0.22528299412864597	0.17078013977527073	0.21763007166789528	0.2248799702854545	0.20345502450544506	0.1822757930638979	0.22580811861899067	0.21016558247993916	0.21657131010422473	0.18341032215227074	0.21234095892365465	0.19019201269790234	0.2154608768948656	0.19179779692477877	0.20350476430273973	0.16367020557316286	0.23097205226710554	0.18542411410062815	0.24138322589849756	0.21538528049027628	0.1840078626912743	0.18796427507609442	0.1740908974388839	0.18992860953065135	0.19522492154869478	0.18120347142209542	0.18137761884049616	0.2212267762480808	0.18721066734920477	0.20908959975412061	0.17605386853152924	0.2282071348486237
Acute myeloid leukemia	0.18212036698742332	0.12917647522350525	0.15853787673989744	0.14409442993249585	0.1415818898441705	0.1551451381943207	0.1972025668932253	0.15488845781145047	0.17031770239184957	0.10504727141065749	0.21436983494706993	0.09989088657788898	0.16350680890353717	0.1311800655179968	0.25301176234307676	0.16289032242610207	0.17935507998847375	0.17900756354124955	0.20443776066725894	0.14666903082045524	0.12260280906755405	0.14640025227737993	0.08895742665163056	0.2447801101157672	0.14220531669525865	0.2292141384456837	0.1195840902292559	0.17369303240939274	0.17021285352822638	0.2256400663076544	0.1409752767664858	0.15790932059484988	0.13059971483311347	0.2285386797988708	0.14535613516758322	0.15166363953815148	0.19095056027659985	0.14943933328813686	0.18413028310762233	0.21819043202828983	0.14943991146587776	0.11235662064610796	0.16380352595445763	0.12011747219230676	0.23653012454843345	0.14391982574756332	0.14440341129309608	0.15175572995467113	0.24275627195663374	0.1293583334373226	0.14583214780250783	0.1469417508254238	0.21375297569260812	0.16520760700700277	0.1986475451139654	0.18615858338583624	0.14890366663307467	0.1406835030760707	0.14967577402554338	0.12588702096872115	0.1370996462552764	0.1717602280631269	0.21197009785550386	0.1516239079581916	0.19076657237044647	0.12386008740221746	0.16507268593924976	0.14802003155571913	0.16528041476446978	0.15444752219473393	0.1465677978695654	0.14857609878421604	0.20901440888628448	0.17028522677089783	0.17895421262385097	0.19434369121164746	0.12842075791949958	0.21670189528454828	0.11894840858396748	0.23393224204870672	0.14893340160377533	0.13256658156531842	0.1582863715306066	0.12159898228299994	0.17787940041821163	0.14269089212208144	0.15477193165338532	0.14509734713532585	0.18521550508279855	0.13912503967002107	0.23274668036935164	0.17224126035437523	0.14755670453260084	0.09874334762680892	0.29144062760280015	0.1275728860883606	0.17413050255645035	0.15960434023526437	0.18717838549571045	0.12331161451695716	0.15430264054821166	0.1415595479447495	0.15519219410972085	0.09329172636073133	0.14405772003369685	0.12285482597590802	0.16752795363404938	0.16067395773472404	0.1921708222833657	0.13486453939932536	0.177115190236171	0.14510698887591503	0.18275821307556855	0.16782987159231416	0.18457081371817954	0.1610346993819468	0.22164367406164323	0.11177796387864852	0.20607238845372164	0.14769740138734042	0.22243886414803185	0.17115742565751235	0.19409832046788456	0.16749159446541523	0.1738257062930877	0.13787493319386854	0.16489685153537015	0.08549505889422807	0.13670329580687235	0.17165928966774754	0.1806544167348426	0.12969318490206502	0.1419002568257095	0.1757174140712836	0.1607039313366033	0.17052270841498307	0.1850829832977249	0.16552405025563233	0.15534442028146567	0.14030357875068913	0.13874614899615456	0.1598189303119493	0.1388161523776862	0.18426613960885815	0.17639628766035326	0.16689449204707762	0.16223798684470492	0.1592847481854131	0.14659990607932685
Adherens junction	0.6183946244202639	0.80148852385271	0.6276206424720018	0.7216851565032135	0.7071928407439574	0.7107162628106463	0.6413576156371553	0.7204730544226712	0.7750153483723529	0.6902036774893878	0.5981977748431446	0.7900298550340294	0.5751293927576947	0.6991711690937565	0.6072747454894312	0.7084920107176577	0.5957622484716564	0.6966911216655888	0.6219604238697426	0.6656735787109153	0.851348522449087	0.6495020147518271	0.7386106280557383	0.7288869599467326	0.6828992306069297	0.597323780593156	0.7078104656152624	0.7163974583865371	0.636352268956663	0.618982492664675	0.7209538764973747	0.7064562837840915	0.9294090869485265	0.63541147501693	0.7551229777863125	0.774155126050495	0.6067407055212578	0.6889964169145757	0.67366431145511	0.6691184780103264	0.7383203352698902	0.6798575909205157	0.7187491370886725	0.7501429161119557	0.7466436349952519	0.708376388865746	0.689048263360548	0.726297940341822	0.6137933389770532	0.7507556795783054	0.6648866017618632	0.725462727352664	0.673680725845864	0.6436607442392944	0.6756659130769104	0.7338283293245969	0.6685036497466672	0.7097144200911707	0.5686690699061768	0.6932529609537564	0.7299953468641418	0.6977098580545895	0.6917144416259763	0.7318313283769615	0.6240209672995259	0.7128831093584448	0.659028367983682	0.7288701468090278	0.61089172623139	0.7347661011850359	0.7321344357055469	0.7343817947752775	0.7267363338205738	0.7433094878254601	0.7555740707185145	0.6937629835917446	0.7456688286190415	0.8851447677872999	0.7115547384233428	0.753617490278837	0.6382280338539109	0.7287278654621645	0.6983765888224538	0.690531727302405	0.5593256726446972	0.677035200444966	0.6722580907094085	0.7311122960403418	0.7260254498998708	0.6988515685701	0.6851272236508544	0.7260771864949654	0.6515020110654004	0.7092574347568134	0.7494124281208696	0.6908290805263657	0.6297433924854587	0.6894626364955074	0.6481059041450092	0.6956694597058009	0.6144243446088706	0.6865570836421451	0.6952414082170117	0.715573864000585	0.6205982132550298	0.6897019483165039	0.6727312096730879	0.8403989244617206	0.6660171920133799	0.7297332918393957	0.5770801455070586	0.7318630414592501	0.6122974481610484	0.7016608074933858	0.6622075262594576	0.6967799753086861	0.7061475925731695	0.7262041590427184	0.6961449892929633	0.6935894470812265	0.7099215389268922	0.7717125741031352	0.676692002084101	0.6959464503612894	0.6379368099545288	0.7252401380712722	0.5071499471492571	0.69863253343354	0.6947712153377648	0.6529818367866218	0.6749545263126163	0.7554448684132408	0.6839246042213502	0.6541281502569629	0.7354179534291586	0.6886317354420142	0.6177365281292211	0.6936259237904383	0.7102542687551914	0.5985314161299836	0.6747401697446845	0.6112270544917576	0.7233853766102143	0.7120745981731119	0.7189476760935062	0.646402240577856	0.6651062921951976	0.7045466900100511	0.7125377981793185
Adipocytokine signaling pathway	0.09325089107307047	0.09004610978111117	0.0848178198333519	0.08783281073383616	0.09013177186873332	0.08686206739291923	0.08006143878031977	0.10388534033545434	0.09121892280196643	0.10587519388916715	0.0813329421937012	0.08765957932087291	0.08016441702973098	0.08461035132909797	0.09526912306740438	0.09774167274298785	0.08025510773380395	0.09508625832939446	0.10803787453319594	0.08980587840525674	0.09152350032301633	0.0862348685916504	0.1036147448467731	0.09906952575341507	0.09101048607455502	0.07424724108893649	0.08428620541279569	0.09734323540609477	0.08641351132164433	0.11552175874371938	0.09050576008393194	0.08179164485944028	0.09445405768768354	0.08222587173619308	0.08844182089768221	0.08663295523294445	0.08935378550497262	0.0739089328570394	0.08529259446342465	0.08825753608314682	0.10348178602233277	0.09184691331787936	0.08949558896563313	0.094898944085107	0.09130260518198455	0.09311450283049118	0.09885949051572673	0.09527201082591916	0.08633306254357336	0.09374780220971873	0.08780361772664422	0.09009280346190592	0.08050385130709968	0.09673156936309986	0.07864732517802331	0.09410873126785776	0.07911285969392447	0.10012874641637767	0.07908410306561199	0.0957227895485852	0.10447082782718761	0.09903983924998024	0.09104951958401251	0.08035828015560098	0.10682986159233294	0.09724022778513056	0.0863961394030461	0.089628430308509	0.09131222491155214	0.09519245051234973	0.08024359444208151	0.09286878909381314	0.08090509035565555	0.08752764440215748	0.08572815219085324	0.11541944718139262	0.09128848501976478	0.08305577326190519	0.08823967597504656	0.07634966890818586	0.06313690101764632	0.08344892309460951	0.08256491541237776	0.09008948506134372	0.07940749419623488	0.08638837721200897	0.08708977134529082	0.09104227830768655	0.12395017911576042	0.0733324902998625	0.07348325744815262	0.09548496576897936	0.10407718645298027	0.10041974373511592	0.096917138881534	0.11433940463653784	0.09422518568171386	0.09957290453043176	0.10803928856484935	0.09661451819146688	0.08518106925470864	0.09494287052627554	0.10683449111210626	0.09094830911161493	0.07875170091746331	0.1192138985014069	0.08086412873014164	0.09772636247691753	0.08573278312756848	0.0909658874108805	0.08149400099033326	0.10061300128577244	0.09333710829954944	0.08187146994418605	0.09128853927080381	0.10112554742188143	0.08027409410354283	0.08713956066995063	0.08293564523376441	0.10060985181914749	0.08767931164545917	0.11440177939053454	0.08687822443303093	0.08904393539194265	0.07751189534902739	0.10163965496171506	0.08965659012044991	0.08514466507659496	0.07922042278490135	0.10753373170339209	0.0924845194644899	0.08384238863299542	0.08956347789494924	0.10705303697269145	0.11147197521469573	0.09173326226909645	0.10365641561005626	0.0802413409042891	0.0957959910971618	0.10220340079656991	0.09216024574764495	0.08448786100501877	0.08367214088824536	0.0935796736025256	0.1000489943996429	0.07614960485541956	0.0967982969554952	0.08518809756384968	0.08856847202219079
Adrenergic signaling in cardiomyocytes	0.06175592927821627	0.0742937055986016	0.06831117095987967	0.05535015184904979	0.07236100715371298	0.060916625756343566	0.05140204754464008	0.06600847317765507	0.05447393171278171	0.08049340774560802	0.0520236605762087	0.09396860321270843	0.05102151313315923	0.05398724587798753	0.04776195836744158	0.07190624682786596	0.04311380718409991	0.058589374471361075	0.045487480896396905	0.054662378292352314	0.07821333907904358	0.05894206560383079	0.06851611947721162	0.07110353652842406	0.05710579703940904	0.05193799015168345	0.08279206742131826	0.046028706090072875	0.0667416520576714	0.05474812824483199	0.06951940099742988	0.054743677833227984	0.06772721428730477	0.05945213444743195	0.06634032990622409	0.05022184559198665	0.056055285060115825	0.05048351528517803	0.05557732722525839	0.04818390363296864	0.054743658559439155	0.07370668839472652	0.04980738990972215	0.06452428017008359	0.07489127478334143	0.059516880467435196	0.06226021047637451	0.07127661430198998	0.042382674214028346	0.05468150111416231	0.05773210385164757	0.052067937730984275	0.06059369721949947	0.047068573507830856	0.07166637169908906	0.05154129770972443	0.0647734897779519	0.07099502995759567	0.051884562361810056	0.0597573130425273	0.0626311219320099	0.06219337546389784	0.057490326190423206	0.059344113570290284	0.05532115900667263	0.06161948803104896	0.048024417615414074	0.05173469549104446	0.0511678329494313	0.0930362918851772	0.059778113143081534	0.051845398452294446	0.07092209940647995	0.10324737411914754	0.06705558553641693	0.0625367800404133	0.06267437242745173	0.037255271779287724	0.06663742558879722	0.0620681737366615	0.05169693836886593	0.05247175167285901	0.07968555420398	0.051264229281798634	0.06008311676241917	0.04710455377750397	0.047236716593273415	0.05024220114543594	0.0652124451338617	0.0680517742524445	0.06586692107500584	0.049421579916309216	0.04669191506199982	0.060235589248967096	0.06012974149490793	0.07435671067336887	0.05937744124107452	0.06407414860632181	0.050512437835655594	0.06197431941317012	0.06417895972775896	0.07477572742598378	0.05703125879215963	0.06772835474529637	0.048090781349498006	0.05916618179633231	0.08492613152175792	0.10602581872877054	0.06836905968709733	0.06646746956554023	0.06463330182698622	0.046674626434551295	0.06172327849491321	0.05881239231878464	0.06832476259658941	0.06946133357528034	0.0536102710626938	0.07331114248456314	0.055298150213656895	0.052850231574204536	0.05345197644659608	0.08045498225971265	0.06717558439095972	0.05519416188159832	0.0498894555944994	0.06144977878466794	0.04833929391312562	0.06922518947718347	0.06950988220957095	0.07341057604713666	0.05277963634425144	0.04975126078186132	0.06672525524833121	0.04628355567477601	0.0753073455181847	0.05916889422099834	0.04681221075066075	0.07030063464370868	0.05160357214747651	0.06853269762522614	0.056147467502865554	0.06425055620317885	0.06375261211423328	0.06470819455645667	0.04634159628707721	0.06622715006747562	0.05667501926059217	0.060137387458119466	0.06607483645332239
African trypanosomiasis	0.6992861606236389	0.5755850565611194	1.7727844663537964	1.5681607005446476	1.7753695242287293	0.5422735613172073	1.294649900905212	0.5492380624189255	1.2275157341814416	1.5277459876390165	1.0957666010628202	0.5875466222070551	1.378471883901791	1.0322787324387623	1.7785368180419836	1.2634737345078872	0.9651980677991923	1.466473283022229	1.391967280268552	1.7610129103457104	1.0100959984641347	1.3587886797000357	0.754976091489002	2.099858373039313	1.158976911192403	2.165146971857521	1.119789732641747	1.3607584568655458	1.3446801503719246	2.648084914917306	1.1503510255904645	1.1059711960652634	0.7033685723451656	1.5615381117603102	0.9478048984913338	0.7360709079525047	2.0317224026635157	1.2608595711214554	1.3357824229409243	1.3752104735351742	0.7951353880664198	2.0316706137081835	1.5305619448705625	1.4072691387770007	1.9734342909267966	0.967295632316165	2.648161854066655	0.938801000021565	1.1790525737784072	1.069335987346394	2.4704175580497827	1.4644776767731653	1.4577712834708723	1.0166903902565683	1.9867689289709989	1.1838382564672323	1.395122235365855	1.3895270874107388	1.0900879619847064	0.7966581806593508	2.0679651213226466	1.2129873399519733	1.598630528889207	0.5442105263265169	2.4713687533201236	1.3517622970408625	1.0218198448097304	1.4283182325658377	1.8199122355969601	0.8895171433323222	1.4152729329804419	1.455737004282688	2.6481375327254337	1.8195146284308272	0.7235203928298481	1.3099811377879913	1.3098348595472051	1.6614036065407722	0.6546905385454049	0.8861546993095408	0.9169141172223433	0.5771325630861426	2.16506946418807	0.7670335536197759	1.4171946647381533	1.339176214007368	1.1223595641247222	1.100997356578357	2.471344287176415	0.7837321488913763	1.3474368433362265	1.2942012370955003	2.648099372182326	1.0522919071388694	1.6312924471188104	1.193775387602254	1.2444640472987416	0.8856420033395981	2.2462046287864657	1.2158600300986862	1.411993944035795	0.8500262347867187	0.690868742787137	1.121871767994529	1.3607299277527742	0.7889063315801927	1.307165851372538	1.2245182036536109	0.6656657121182324	0.8219985509300781	1.3204390554876708	0.7825858857800616	0.8161102705419655	1.0376901181418794	1.7484552602014616	0.8339952776695174	1.5025485242888348	0.45148382863104475	0.6799315431801073	1.2260442537048848	1.3273007033180761	0.9990692738647875	1.844637621949203	1.2254711345114264	0.6759016455928943	0.8296628540331952	1.1988308885290386	0.483036441191605	1.0960014640010416	1.2552268839561063	1.438086952364615	1.1930782894035232	1.8158631848753592	1.2039868421877087	1.9334016567749859	1.1461141361877418	1.355675255985376	1.9136383710224953	0.8249279957729366	2.4726968955262163	1.324286265750691	1.4183035506813735	0.637411213444725	2.6481220983988383	1.0740291474121455	1.97709798683791	0.683950724547867	2.472546428579818	0.8194501830536683
